round,test_accuracy,train_loss,d_loss,cka_loss
1,30.4,-0.2064810472410796,-0.2064810472410796,0.0
2,28.199999999999996,-0.06580871028854447,-0.45828146393410885,0.3924727530818512
3,28.000000000000004,-0.13593579475592135,-0.5521954276754201,0.4162596337642431
4,27.32,-0.14587018166645765,-0.5927440010913597,0.4468738231114984
5,26.68,-0.1809697655483908,-0.6136965591084333,0.4327267937430514
6,25.6,-0.17694500743947839,-0.6348245402369174,0.4578795333434261
7,25.16,-0.18818515365542693,-0.6426711937390871,0.4544860402283316
8,25.52,-0.18656965827508573,-0.6589932580658514,0.4724235993654568
9,24.6,-0.21131729920479356,-0.6700332458956568,0.458715946502133
10,26.640000000000004,-0.22429083030830382,-0.6800175428282201,0.4557267115250895
11,26.72,-0.2128606448466182,-0.6793361294566326,0.46647548530394883
12,26.240000000000002,-0.21514656815918143,-0.687758242148937,0.4726116744090701
13,27.16,-0.22686211039469192,-0.6946603478312762,0.4677982361889938
14,27.0,-0.23377887498588643,-0.7018290282651191,0.46805015436631126
15,25.840000000000003,-0.23735437770962955,-0.7025123370113895,0.4651579585176323
16,25.240000000000002,-0.25913834432260274,-0.7135444720783324,0.4544061279546301
17,26.0,-0.24079799290447298,-0.7164262952926831,0.4756283005759899
18,26.52,-0.24794787794370007,-0.7215154285440049,0.4735675500796246
19,27.04,-0.2555472584659398,-0.730202789312646,0.4746555323786533
20,26.6,-0.2462183861732273,-0.7261271224228264,0.47990873627858466
