knn_accuracy,train_loss
29.92,-0.006511880084872246
27.6,-0.039786264300346375
27.0,-0.10618267208337784
26.52,-0.24106982350349426
27.72,-0.4320107698440552
26.88,-0.5570797920227051
26.68,-0.617370069026947
23.919999999999998,-0.6539679169654846
25.480000000000004,-0.6731370091438293
24.0,-0.6933717131614685
25.040000000000003,-0.6975235939025879
24.48,-0.695790708065033
25.44,-0.6930098533630371
26.400000000000002,-0.7114565968513489
25.56,-0.7235079407691956
26.56,-0.7395186424255371
25.52,-0.7478841543197632
25.080000000000002,-0.7522581815719604
26.52,-0.7615408897399902
24.84,-0.7628011107444763
24.88,-0.7647193074226379
25.4,-0.7750014662742615
25.240000000000002,-0.7753093242645264
24.279999999999998,-0.7815266847610474
25.28,-0.7859238386154175
25.480000000000004,-0.7897924184799194
25.0,-0.7863112092018127
26.6,-0.7759968042373657
24.52,-0.79066401720047
26.0,-0.7918049097061157
26.56,-0.8021180033683777
26.16,-0.8007951378822327
26.96,-0.7981864809989929
26.119999999999997,-0.7990090847015381
27.32,-0.7959763407707214
25.919999999999998,-0.7964853644371033
26.36,-0.7986260056495667
27.24,-0.7965288758277893
27.04,-0.8041624426841736
27.72,-0.805004358291626
26.919999999999998,-0.8061113357543945
26.88,-0.8032045364379883
28.000000000000004,-0.8140541911125183
27.36,-0.8097344040870667
27.439999999999998,-0.8148488402366638
27.76,-0.8202195763587952
29.04,-0.8169813752174377
29.28,-0.821951687335968
26.88,-0.8198277354240417
27.800000000000004,-0.8248723149299622
29.64,-0.8265246152877808
30.680000000000003,-0.8219249844551086
29.799999999999997,-0.8304099440574646
28.32,-0.8277043700218201
28.48,-0.8279865980148315
29.599999999999998,-0.827179491519928
30.4,-0.8315088152885437
30.36,-0.8265551924705505
31.2,-0.8320966958999634
30.159999999999997,-0.8283140659332275
30.72,-0.8268993496894836
30.64,-0.829308271408081
32.36,-0.8328944444656372
30.64,-0.832127034664154
30.599999999999998,-0.8383463025093079
30.159999999999997,-0.8335952758789062
31.080000000000002,-0.8350270390510559
30.759999999999998,-0.8316071033477783
30.240000000000002,-0.8317622542381287
31.0,-0.8324918150901794
31.319999999999997,-0.8320245742797852
31.64,-0.8391467332839966
31.319999999999997,-0.8423928618431091
30.28,-0.8384146094322205
30.28,-0.8373811841011047
31.240000000000002,-0.8348206281661987
32.96,-0.8367270231246948
32.28,-0.830921471118927
31.879999999999995,-0.8362013697624207
31.8,-0.8314061760902405
32.64,-0.8388214707374573
33.040000000000006,-0.8371078372001648
32.24,-0.8332668542861938
32.28,-0.8360773921012878
32.879999999999995,-0.8317808508872986
31.44,-0.8423242568969727
33.2,-0.8329180479049683
32.76,-0.8381326794624329
32.6,-0.8365145921707153
33.76,-0.8374832272529602
34.160000000000004,-0.8375768065452576
31.680000000000003,-0.8422455191612244
34.32,-0.8369327783584595
31.319999999999997,-0.8398355841636658
35.0,-0.8390647172927856
33.72,-0.8363786339759827
33.12,-0.8365102410316467
35.76,-0.838797390460968
34.52,-0.8419247269630432
34.8,-0.8321995735168457
33.800000000000004,-0.8370772004127502
34.72,-0.8375880122184753
35.28,-0.8366823792457581
36.24,-0.8437401652336121
35.72,-0.8436183333396912
36.480000000000004,-0.8429105877876282
35.160000000000004,-0.8424394726753235
35.36,-0.8455997705459595
36.120000000000005,-0.8473833799362183
35.64,-0.8461202383041382
35.04,-0.8467847108840942
35.56,-0.8463097214698792
37.08,-0.8461624383926392
36.88,-0.8482449650764465
38.32,-0.8458688259124756
37.0,-0.8425919413566589
37.0,-0.8489096164703369
37.2,-0.8413109183311462
36.919999999999995,-0.8456212878227234
37.64,-0.848548412322998
38.4,-0.8478986024856567
36.4,-0.8439622521400452
37.08,-0.8476952910423279
37.16,-0.8466604948043823
37.12,-0.8457009196281433
37.32,-0.8444027900695801
38.2,-0.8450088500976562
37.96,-0.8446428179740906
37.12,-0.8477051854133606
38.440000000000005,-0.843748927116394
37.44,-0.8458654880523682
37.64,-0.8383345007896423
35.8,-0.8438137769699097
36.52,-0.8474066853523254
37.88,-0.8398590683937073
38.12,-0.8487990498542786
37.04,-0.8497695326805115
37.519999999999996,-0.8499874472618103
35.6,-0.847404420375824
39.0,-0.8461962342262268
37.04,-0.8443307280540466
38.16,-0.8506197333335876
37.36,-0.8497360944747925
37.8,-0.8526203632354736
36.24,-0.8509470224380493
37.72,-0.84915691614151
37.16,-0.8509196043014526
38.2,-0.8529722690582275
38.48,-0.8499249815940857
37.72,-0.852017343044281
38.76,-0.8552857041358948
38.080000000000005,-0.8536489009857178
38.92,-0.8541046380996704
38.6,-0.8557859659194946
38.84,-0.8530154228210449
37.92,-0.854373037815094
38.84,-0.8547791838645935
38.84,-0.8548409938812256
39.6,-0.8549731373786926
40.0,-0.8558239936828613
38.76,-0.855671226978302
39.28,-0.8581375479698181
37.44,-0.8574644327163696
38.12,-0.8592851758003235
39.56,-0.8556699156761169
38.84,-0.8530009388923645
39.0,-0.8540673851966858
40.839999999999996,-0.8545073866844177
40.36,-0.856839656829834
39.12,-0.8575344681739807
40.48,-0.8552416563034058
40.04,-0.8555824160575867
39.76,-0.860342264175415
39.36,-0.8562796115875244
40.0,-0.8565243482589722
