client_id,server_round,loss,accuracy
1,1,1.3080560241056525,59.057968678681746
1,2,1.0495109285997308,71.01449070806089
1,3,0.4466551185949989,86.32246067212975
1,4,0.7368245681990748,79.9818815148395
1,9,0.5442791477493618,83.06159177033797
1,10,0.41835687115140585,87.31883803657864
1,14,0.56281479836806,84.60144756151283
1,15,0.4023887942666593,87.77173631087594
1,17,0.2502489185122692,91.21376501995584
1,18,0.19042873447356018,94.29347593887992
1,19,0.14783334825187922,94.74637471074644
1,20,0.21656800296319567,92.4818813489831
1,21,0.1241874136030674,96.82970826522164
1,23,0.2580123423882153,92.30072187340778
1,24,0.08075690535706995,96.73912844450578
1,25,0.09873953493028555,96.10507069463316
1,26,0.12670832048119654,95.47101294476053
1,30,0.17604147634752418,94.8369545314623
1,32,0.14795807621988427,95.38043312404467
1,33,0.07730536527283814,98.36956389054008
1,38,0.14282363557013805,95.56159177033797
1,40,0.0791013841719731,96.92028874936311
1,42,0.16355541739207896,95.01811384118122
1,43,0.04774326461104109,98.36956355882728
1,44,0.030839848575060783,99.45652107570483
1,45,0.01541157253086567,99.45652107570483
1,46,0.027429635211339464,99.2753617659859
1,47,0.024580363623301862,99.63768071713655
1,48,0.01984981350782935,99.63768071713655
1,50,0.02228620496411484,99.63768071713655
1,51,0.01008279360425861,100.0
1,52,0.016958250441466986,99.81884035856828
1,53,0.016173346671680716,99.45652107570483
1,54,0.011990856832278001,99.81884035856828
1,55,0.009628177418009094,100.0
1,58,0.04385757171068057,99.09420212455417
1,59,0.00798880365239355,100.0
1,60,0.022315693150512347,99.63768104884936
1,63,0.033401270200872954,99.00362230383831
1,64,0.008953115206879927,99.81884035856828
1,65,0.01513242327010907,99.81884035856828
1,67,0.01227861897179695,100.0
1,72,0.011726677708793432,99.81884035856828
1,74,0.010528113551275886,99.81884035856828
1,76,0.00740886247924367,100.0
1,77,0.009713214712025112,100.0
1,78,0.006955592081952921,100.0
1,79,0.007330034167313463,99.81884035856828
1,80,0.0059996458408220306,100.0
1,82,0.008455854352771143,100.0
1,85,0.007331756014457863,100.0
1,87,0.014114228718782491,99.63768071713655
1,88,0.01572174536261667,99.45652140741763
1,89,0.002692218880047617,100.0
1,90,0.022752430134341525,99.45652107570483
1,91,0.007316251690929715,99.81884035856828
1,94,0.006841882133259154,100.0
1,95,0.003981412920478286,100.0
1,98,0.004367665196617093,100.0
1,99,0.002342761953553671,100.0
