client_id,server_round,loss,accuracy
7,1,1.9337351421515148,35.416665494441986
7,3,1.5568557754158974,56.249998251597084
7,6,1.2845157198607922,61.111108938852944
7,7,0.7749269579847654,71.35416412353516
7,8,0.5960931548227867,75.86805295944214
7,10,0.8965554696818193,70.65971946716309
7,12,1.0206118921438854,68.4027754465739
7,14,0.7309920191764832,74.47916475931804
7,16,0.9404064537957311,73.09027592341106
7,21,0.45050273028512794,82.29166428248088
7,22,0.15708909230306745,94.96527512868245
7,24,0.34341356499741477,88.02083079020183
7,25,0.2488970149618884,90.62499745686848
7,27,0.2500737401423976,90.62499745686848
7,28,0.09755391029951473,97.56944274902344
7,29,0.10153485958774884,96.35416444142659
7,30,0.2808628746618827,89.40972010294597
7,31,0.0992317608712862,96.18055311838786
7,35,0.1970949703051398,93.4027754465739
7,36,0.11979216251832743,97.74305375417073
7,37,0.13422150642145425,94.7916653951009
7,38,0.06806546732453474,97.91666603088379
7,39,0.07927012440632097,97.39583174387614
7,40,0.037818505884691454,99.13194370269775
7,44,0.03950980967783835,98.61111036936443
7,45,0.025628281315827433,99.65277735392253
7,46,0.020040919892683935,99.65277735392253
7,48,0.07743669364329737,97.39583206176758
7,49,0.008088323689056173,100.0
7,51,0.02832435645783941,99.30555534362793
7,52,0.0072024471204107,100.0
7,53,0.01782819830502073,99.65277735392253
7,54,0.04536652100553814,98.61111005147298
7,60,0.0341164975106949,98.26388867696126
7,61,0.01288078167999629,99.82638867696126
7,62,0.016545425668785658,100.0
7,65,0.016313642806683976,99.30555470784505
7,66,0.03719080547549917,98.61110973358154
7,68,0.042640090471347016,98.26388740539551
7,69,0.007046287556780347,100.0
7,71,0.010690583623121105,100.0
7,74,0.021387309083365835,99.65277735392253
7,78,0.01258009516459424,99.82638867696126
7,82,0.026933776183189668,99.30555534362793
7,84,0.04454621031860976,98.43749904632568
7,85,0.009308724988538112,100.0
7,90,0.006413121767157766,100.0
7,92,0.007336412305448903,100.0
7,97,0.005309741199501635,100.0
7,98,0.03824761031137314,98.95833333333333
7,100,0.0033341620583087206,100.0
