client_id,server_round,loss,accuracy,fit_mins
8,2,1.517244909939013,50.98684210526316,0.15937117338180543
8,8,1.196798026561737,62.00657894736842,0.1619873523712158
8,10,1.1855729692860653,60.0328947368421,0.1615258773167928
8,11,1.2398854588207446,62.828947368421055,0.16075286865234376
8,13,1.0621798916866905,69.57236842105263,0.15963504314422608
8,15,0.9810510936536287,68.75,0.16066067218780516
8,18,0.8383578705160242,71.21710526315789,0.16144275665283203
8,20,1.221040600224545,67.10526315789474,0.16041306257247925
8,22,1.6286326552692212,58.223684210526315,0.1606835166613261
8,24,1.434371436897077,62.00657894736842,0.16040937900543212
8,25,1.7536734232777043,58.38815789473684,0.1593579649925232
8,28,2.1049724566309074,53.94736842105263,0.15989721218744915
8,30,1.9898758405133297,57.07236842105263,0.16041345198949178
8,31,2.3610875198715613,53.125,0.1593722979227702
8,33,2.522374805651213,51.80921052631579,0.15727471510569255
8,34,1.5456418865605404,61.67763157894737,0.1575350006421407
8,36,2.350003876184162,51.151315789473685,0.15858632723490398
8,37,2.36931080880918,53.94736842105263,0.15901458660761517
8,41,2.3262667499090495,51.80921052631579,0.16067584753036498
8,44,1.6292108360089754,61.51315789473684,0.15727558930714924
8,45,2.1024543705739474,59.53947368421053,0.15832688411076865
8,46,2.440522777406793,56.41447368421053,0.15988880793253582
8,47,1.918972567508095,60.36184210526316,0.15885583559672037
8,48,1.9574801325798035,57.73026315789474,0.15754849513371785
8,49,1.742393876376905,62.00657894736842,0.1575580358505249
8,52,1.843574003169411,61.67763157894737,0.15961609681447347
8,53,1.7308395097130223,59.375,0.1575417717297872
8,55,1.8152411140893634,59.21052631578947,0.16151753266652424
8,56,1.7263357796167071,64.14473684210526,0.16049235264460246
8,58,1.858246784461172,58.223684210526315,0.16081626415252687
8,59,2.006565340255436,61.51315789473684,0.15937211910883586
8,64,1.8005360161003314,63.48684210526316,0.15936779578526813
8,66,1.748843473823447,64.47368421052632,0.15969560146331788
8,74,1.4249588313855623,68.09210526315789,0.15832599798838298
8,76,1.487607932404468,69.57236842105263,0.1614805301030477
8,77,1.9633957257396297,69.57236842105263,0.1578176220258077
8,81,1.2054678860463595,69.40789473684211,0.16041510502497355
8,84,1.2181087983281988,73.35526315789474,0.16067622900009154
8,85,1.5025333938630003,71.38157894736842,0.1598951816558838
8,86,1.0987320271761793,75.65789473684211,0.1611960530281067
8,88,1.3208848645812588,70.88815789473684,0.1593738039334615
8,91,1.2627776276908422,74.67105263157895,0.16040992339452106
8,92,1.6825301078589339,73.35526315789474,0.16197298367818197
8,93,1.585874277510141,76.15131578947368,0.15807580947875977
8,95,1.710956718576582,66.11842105263158,0.1578081210454305
8,96,1.5246015477337336,68.09210526315789,0.15937020778656005
8,98,1.3516853506627835,67.59868421052632,0.1588505744934082
