knn_accuracy,train_loss
29.04,-0.06367646902799606
29.56,-0.21020880341529846
28.32,-0.33602455258369446
28.84,-0.4210376739501953
27.96,-0.475339412689209
26.76,-0.5026827454566956
27.6,-0.5131432414054871
28.000000000000004,-0.5419175028800964
28.96,-0.5629504323005676
27.52,-0.5797949433326721
30.36,-0.5962321758270264
27.48,-0.6088656187057495
27.32,-0.6184963583946228
27.0,-0.628280520439148
28.560000000000002,-0.6322782635688782
27.48,-0.6357658505439758
28.04,-0.6378797292709351
29.799999999999997,-0.6519305109977722
29.360000000000003,-0.6610296368598938
27.52,-0.6730158925056458
29.360000000000003,-0.6784535050392151
27.12,-0.6848082542419434
30.04,-0.682214081287384
29.360000000000003,-0.6877667307853699
28.48,-0.6912413239479065
29.92,-0.69453364610672
30.919999999999998,-0.7106257677078247
30.880000000000003,-0.7121521234512329
29.24,-0.709733247756958
30.0,-0.7060242891311646
32.36,-0.709918737411499
31.52,-0.715281069278717
31.8,-0.7101854681968689
33.08,-0.6999704837799072
33.239999999999995,-0.7118912935256958
29.56,-0.7115048766136169
34.32,-0.7117431163787842
30.4,-0.7053107619285583
33.64,-0.7098098397254944
33.08,-0.7150659561157227
34.239999999999995,-0.7137991786003113
31.4,-0.7224727869033813
35.44,-0.7179710268974304
35.72,-0.7214029431343079
36.199999999999996,-0.7212315201759338
33.839999999999996,-0.7176525592803955
32.04,-0.7215378284454346
32.2,-0.7233537435531616
33.6,-0.7238361835479736
35.96,-0.7298397421836853
34.599999999999994,-0.7381306886672974
35.88,-0.7418714761734009
37.12,-0.7459787726402283
35.92,-0.7441710233688354
35.52,-0.7275289297103882
35.92,-0.7309463620185852
34.160000000000004,-0.7372488379478455
33.879999999999995,-0.7363812923431396
37.4,-0.7424154281616211
37.64,-0.7435362339019775
34.2,-0.7537194490432739
37.04,-0.7498116493225098
37.4,-0.760601282119751
38.32,-0.7529512643814087
38.16,-0.7580521106719971
37.2,-0.7629055380821228
38.519999999999996,-0.7573065757751465
37.68,-0.7539123892784119
39.160000000000004,-0.7575252056121826
34.64,-0.7603933215141296
37.28,-0.7575663924217224
37.4,-0.7610567808151245
36.199999999999996,-0.7596323490142822
36.96,-0.7628968358039856
37.519999999999996,-0.7675953507423401
39.08,-0.7647727131843567
38.76,-0.7692602276802063
40.2,-0.7706537842750549
39.4,-0.7718321681022644
37.84,-0.7719001770019531
39.160000000000004,-0.7671522498130798
40.44,-0.774538516998291
39.160000000000004,-0.7730293273925781
39.08,-0.7705468535423279
40.12,-0.7753915190696716
39.160000000000004,-0.7724760174751282
40.32,-0.7713944911956787
38.879999999999995,-0.7798194289207458
38.76,-0.7762933373451233
40.12,-0.7770675420761108
39.68,-0.7743416428565979
40.2,-0.7748422026634216
41.44,-0.7767800092697144
40.44,-0.775759220123291
39.879999999999995,-0.7752844095230103
39.92,-0.7804161906242371
39.44,-0.7742708921432495
39.879999999999995,-0.7765864133834839
38.48,-0.7772835493087769
40.160000000000004,-0.7771750092506409
40.64,-0.7746548652648926
40.04,-0.7771885395050049
40.52,-0.7825955152511597
40.88,-0.7810487151145935
39.12,-0.7812933325767517
40.44,-0.7783414125442505
41.68,-0.7783075571060181
41.160000000000004,-0.7776424884796143
41.88,-0.7838882207870483
40.52,-0.7799067497253418
41.48,-0.7822721004486084
41.48,-0.7851665019989014
40.64,-0.7828344106674194
41.44,-0.7831790447235107
41.160000000000004,-0.7858050465583801
41.199999999999996,-0.7849066853523254
41.8,-0.7877495884895325
41.64,-0.787867546081543
41.120000000000005,-0.7885338664054871
40.56,-0.7860808968544006
41.199999999999996,-0.7872030138969421
40.2,-0.7830877304077148
41.48,-0.7748010158538818
41.760000000000005,-0.7848454117774963
41.56,-0.7882753014564514
40.56,-0.7903811931610107
41.36,-0.7873184680938721
41.88,-0.7927124500274658
42.08,-0.7864885330200195
42.04,-0.7916756272315979
42.92,-0.788850724697113
40.160000000000004,-0.7881219387054443
41.08,-0.7821169495582581
41.72,-0.7868407964706421
42.6,-0.7908110618591309
42.68,-0.7891519665718079
42.44,-0.7902790904045105
41.24,-0.7921599745750427
43.0,-0.7929933071136475
43.4,-0.7930175065994263
40.32,-0.790895938873291
42.0,-0.7851458787918091
40.92,-0.7874746918678284
43.04,-0.788642942905426
41.72,-0.7918879389762878
42.28,-0.7929874658584595
43.64,-0.7956938743591309
40.760000000000005,-0.7900007367134094
44.2,-0.7929490804672241
42.68,-0.7940034866333008
42.6,-0.7902819514274597
42.68,-0.7920657396316528
44.04,-0.792975902557373
43.36,-0.7913666367530823
42.36,-0.7931877374649048
44.800000000000004,-0.7903277277946472
43.0,-0.7901866436004639
44.04,-0.794417142868042
43.64,-0.7928741574287415
44.2,-0.7941983938217163
43.76,-0.7958157062530518
43.76,-0.7940217852592468
42.36,-0.7925211787223816
41.959999999999994,-0.7984941005706787
44.0,-0.7933611273765564
43.16,-0.7986903190612793
45.12,-0.795211911201477
44.6,-0.7955288887023926
44.68,-0.7976640462875366
41.959999999999994,-0.7925375699996948
44.48,-0.7885017395019531
45.08,-0.7978342771530151
44.76,-0.7941609621047974
44.24,-0.7929114103317261
42.8,-0.7971988916397095
44.879999999999995,-0.795600175857544
42.24,-0.7967104315757751
43.919999999999995,-0.7989237904548645
42.52,-0.801151692867279
44.440000000000005,-0.7987699508666992
42.96,-0.7944689393043518
44.92,-0.7965803742408752
44.28,-0.7995286583900452
43.64,-0.7983624339103699
44.92,-0.7990976572036743
45.68,-0.7984583973884583
44.879999999999995,-0.8011214733123779
45.64,-0.8058369755744934
45.08,-0.8045331835746765
44.96,-0.801994800567627
44.68,-0.8017629981040955
45.28,-0.8009557127952576
46.56,-0.8020310401916504
44.32,-0.7998462915420532
45.0,-0.8018185496330261
44.32,-0.801194965839386
44.2,-0.8017591834068298
44.440000000000005,-0.8026408553123474
43.480000000000004,-0.8009353876113892
45.04,-0.8023890256881714
