round,test_accuracy,train_loss,d_loss,cka_loss
1,31.240000000000002,-0.028657611628825016,0,0
2,30.64,-0.06828447986732829,0,0
3,28.04,-0.13128358626907521,0,0
4,27.92,-0.22152403918179597,0,0
5,26.32,-0.3277705571868203,0,0
6,27.52,-0.42661785916848616,0,0
7,27.439999999999998,-0.4957824181426655,0,0
8,25.8,-0.5362332105636597,0,0
9,26.44,-0.5642330668189309,0,0
10,27.439999999999998,-0.5854959845542907,0,0
11,26.040000000000003,-0.597704914483157,0,0
12,26.08,-0.6069575277241793,0,0
13,26.76,-0.6258312897248701,0,0
14,25.88,-0.635151866349307,0,0
15,26.08,-0.6355345054106278,0,0
16,25.96,-0.6542874336242676,0,0
17,25.119999999999997,-0.6652523680166764,0,0
18,26.479999999999997,-0.6631068327210166,0,0
19,24.04,-0.6692769592458552,0,0
20,24.959999999999997,-0.6746774770996786,0,0
21,22.6,-0.6816465031016956,0,0
22,26.240000000000002,-0.6922024325890976,0,0
23,24.88,-0.6870488318529996,0,0
24,25.319999999999997,-0.6950739806348628,0,0
25,24.72,-0.6945429433475842,0,0
26,24.72,-0.7129180019552057,0,0
27,24.0,-0.7149157567457719,0,0
28,25.480000000000004,-0.7173335476355118,0,0
29,24.84,-0.7194493131204086,0,0
30,24.64,-0.7239133162931962,0,0
31,24.759999999999998,-0.7271584164012562,0,0
32,25.44,-0.7382794271815908,0,0
33,24.92,-0.7386972774158825,0,0
34,25.44,-0.7377021724527532,0,0
35,25.36,-0.7410421544855292,0,0
36,25.080000000000002,-0.747693868116899,0,0
37,26.119999999999997,-0.7531913345510309,0,0
38,26.72,-0.7451672423969614,0,0
39,25.840000000000003,-0.7606144124811346,0,0
40,25.119999999999997,-0.7563887411897833,0,0
41,26.0,-0.7578313220630991,0,0
42,25.4,-0.7655160795558583,0,0
43,25.480000000000004,-0.7667924664237283,0,0
44,26.36,-0.7681383317167109,0,0
45,26.32,-0.7742516203360125,0,0
46,26.240000000000002,-0.7703851363875649,0,0
47,25.88,-0.7749188954179936,0,0
48,26.08,-0.7758962652900003,0,0
49,25.88,-0.7798126892610029,0,0
50,26.16,-0.7815201445059344,0,0
51,26.16,-0.7760469620878045,0,0
52,26.0,-0.7789066824046049,0,0
53,27.36,-0.7888495271856135,0,0
54,25.840000000000003,-0.7804355296221646,0,0
55,25.679999999999996,-0.7769517064094543,0,0
56,27.04,-0.792408899827437,0,0
57,26.16,-0.7867581269957802,0,0
58,25.240000000000002,-0.7932112628763373,0,0
59,25.4,-0.7907489549029957,0,0
60,25.96,-0.7906425638632341,0,0
61,26.479999999999997,-0.7990131941708652,0,0
62,26.68,-0.7981952201236379,0,0
63,26.72,-0.7976841937411916,0,0
64,26.840000000000003,-0.7944081794131885,0,0
65,25.8,-0.7943746317516674,0,0
66,26.8,-0.7989186590368098,0,0
67,28.000000000000004,-0.8024637796662071,0,0
68,27.04,-0.8053807648745451,0,0
69,27.32,-0.8044051300395618,0,0
70,27.04,-0.8044387535615399,0,0
71,27.0,-0.8027670231732457,0,0
72,27.400000000000002,-0.8087291858413004,0,0
73,26.0,-0.8059965523806486,0,0
74,26.400000000000002,-0.8130830732258884,0,0
75,27.04,-0.8132297765124928,0,0
76,26.44,-0.8096289678053422,0,0
77,26.72,-0.808932539549741,0,0
78,26.88,-0.8127472509037365,0,0
79,27.6,-0.8093650319359519,0,0
80,27.68,-0.8113534190438011,0,0
81,27.88,-0.8112118471752515,0,0
82,28.199999999999996,-0.8130619059909475,0,0
83,28.52,-0.813918417150324,0,0
84,27.6,-0.8159827579151502,0,0
85,26.76,-0.8172837409106168,0,0
86,27.839999999999996,-0.8185404853387312,0,0
87,27.08,-0.8204015612602233,0,0
88,28.08,-0.8205612388524142,0,0
89,27.76,-0.8185733123259111,0,0
90,27.52,-0.8223589886318554,0,0
91,26.840000000000003,-0.8201870268041438,0,0
92,27.0,-0.8189717281948435,0,0
93,26.16,-0.8190426436337558,0,0
94,28.64,-0.8278783884915438,0,0
95,27.800000000000004,-0.8259708642959595,0,0
96,28.08,-0.8224919308315625,0,0
97,27.839999999999996,-0.8227397951212795,0,0
98,27.560000000000002,-0.8284768754785711,0,0
99,27.08,-0.8259451226754622,0,0
100,28.12,-0.8286990068175578,0,0
101,27.800000000000004,-0.8306356332518837,0,0
102,28.92,-0.8268155975775286,0,0
103,28.08,-0.8243695876815101,0,0
104,29.360000000000003,-0.8271147933873264,0,0
105,27.96,-0.8291203206235711,0,0
106,27.52,-0.8276585524732417,0,0
107,28.000000000000004,-0.8316535819660532,0,0
108,27.839999999999996,-0.8326548337936401,0,0
109,28.599999999999998,-0.8353962074626575,0,0
110,27.48,-0.8298376993699508,0,0
111,28.04,-0.8353197693824767,0,0
112,28.000000000000004,-0.8313576741652056,0,0
113,28.84,-0.834765281460502,0,0
114,28.48,-0.8334128325635737,0,0
115,28.68,-0.8380739081989635,0,0
116,28.599999999999998,-0.8358055830001831,0,0
117,27.36,-0.8379584789276123,0,0
118,27.32,-0.8345066720789128,0,0
119,26.88,-0.8381707213141703,0,0
120,28.16,-0.8394388632340865,0,0
121,28.28,-0.8396583546291698,0,0
122,28.360000000000003,-0.8364310882308266,0,0
123,28.12,-0.8372956449335272,0,0
124,28.04,-0.841164295239882,0,0
125,29.48,-0.8413939410989935,0,0
126,27.76,-0.8400074406103656,0,0
127,27.279999999999998,-0.8377857370810076,0,0
128,28.720000000000002,-0.8342102278362621,0,0
129,28.32,-0.8387009403922341,0,0
130,28.439999999999998,-0.8366802302273837,0,0
131,28.12,-0.8383227445862511,0,0
132,27.800000000000004,-0.8449881737882441,0,0
133,27.88,-0.839911325411363,0,0
134,28.439999999999998,-0.8425690585916692,0,0
135,28.48,-0.8398809129541571,0,0
136,28.560000000000002,-0.8384072856469589,0,0
137,27.92,-0.8410693656314503,0,0
138,29.799999999999997,-0.8402845415202055,0,0
139,28.4,-0.8401834520426664,0,0
140,28.92,-0.8440663435242394,0,0
141,28.64,-0.8420140168883583,0,0
142,29.32,-0.8440758022395046,0,0
143,27.96,-0.8429837757890875,0,0
144,28.92,-0.8437151432037353,0,0
145,29.32,-0.844635767286474,0,0
146,28.84,-0.8442750974134965,0,0
147,29.28,-0.8456995368003846,0,0
148,30.320000000000004,-0.8444271564483643,0,0
149,28.32,-0.845327912677418,0,0
150,29.24,-0.8458688746799123,0,0
