client_id,server_round,loss,accuracy,fit_mins
7,1,1.9021562933921814,38.88888786236445,0.15882500410079955
7,2,1.2733592962225277,57.11805407206217,0.15315373738606772
7,3,1.1527188594142597,62.152775287628174,0.15599419673283896
7,5,0.9216736604770025,69.79166475931804,0.1544235626856486
7,8,1.053445043663184,65.10416460037231,0.15468416611353555
7,9,0.7530226347347101,73.78471930821736,0.15338202317555746
7,11,0.7032656998684009,77.95138581593831,0.15390254656473795
7,12,0.583736457551519,79.34027465184529,0.15234046379725139
7,14,0.785170329734683,74.99999793370564,0.151559321085612
7,15,0.3667467699075739,87.32638613382976,0.151828400293986
7,21,0.3839727542363107,87.32638676961263,0.16208283503850301
7,22,0.18644951609894633,93.4027738571167,0.15597371260325113
7,23,0.5672878764259318,81.77083158493042,0.15389111439387004
7,25,0.27969686935345334,90.27777449289958,0.15337071021397908
7,26,0.26105707449217636,91.31944179534912,0.15467170079549153
7,27,0.16185245693971714,95.83333110809326,0.15701674222946166
7,28,0.1577406283468008,94.6180534362793,0.15571409066518146
7,29,0.0803224883081081,97.74305407206218,0.19998090664545695
7,30,0.1537173268928503,94.9652754465739,0.15701711177825928
7,32,0.14925690142748257,94.96527576446533,0.15389233827590942
7,33,0.05306474457029253,98.95833237965901,0.15624535481135052
7,35,0.10544922602518152,96.52777671813965,0.15350717306137085
7,37,0.09452141177219649,97.22222073872884,0.15545506477355958
7,38,0.08377653424395248,97.91666571299235,0.15390232801437378
7,41,0.10431247425731272,97.39583206176758,0.15727938810984293
7,42,0.030284854884181794,99.30555470784505,0.15420515537261964
7,43,0.031189946496548753,99.3055550257365,0.15389413436253865
7,44,0.08272854886793841,97.74305407206218,0.15388545195261638
7,45,0.033154423489274144,99.47916603088379,0.1532226045926412
7,48,0.04065262326427425,98.95833269755046,0.15597806771596273
7,49,0.03633813129272312,99.13194370269775,0.15337396462758382
7,50,0.009634636308571013,100.0,0.1588422973950704
7,52,0.11113866736801963,96.00694306691487,0.1538957158724467
7,53,0.006335146812489256,100.0,0.1552147626876831
7,55,0.03539494542443814,99.13194370269775,0.15389604171117147
7,59,0.015825583635887597,100.0,0.15441672404607137
7,60,0.012079608585433258,99.82638867696126,0.1541570544242859
7,61,0.010453930912869206,100.0,0.15467737118403116
7,62,0.012535126091582546,99.65277767181396,0.1538201133410136
7,64,0.012336484185652807,99.82638867696126,0.15337623755137125
7,65,0.010001791051763576,99.82638867696126,0.1525949517885844
7,66,0.0054996971775835846,100.0,0.15285478830337523
7,71,0.013709049574875584,99.82638867696126,0.15455242395401
7,73,0.009870087189483456,99.82638867696126,0.15493895212809244
7,74,0.005570399735006504,100.0,0.15572096506754557
7,76,0.007617455334790672,100.0,0.1544016679128011
7,78,0.004058746853843331,100.0,0.15415868759155274
7,79,0.00277179811988996,100.0,0.1546968658765157
7,80,0.0035591173594487677,100.0,0.15524293581644694
7,81,0.003690006495162379,99.82638867696126,0.15415901343027752
7,82,0.007200398501784851,99.82638867696126,0.1533775011698405
7,85,0.0024201378582802135,100.0,0.15233664909998576
7,86,0.0060478794111986645,100.0,0.15363860130310059
7,87,0.004064048117773685,100.0,0.15234559377034504
7,88,0.003796639542997582,100.0,0.15181593894958495
7,90,0.006654975588996119,100.0,0.1570241649945577
7,91,0.0018657780456123874,100.0,0.15363903045654298
7,92,0.007145384627316768,99.82638867696126,0.1562426765759786
7,99,0.019307837797290024,99.65277735392253,0.15363966623942057
