round,test_loss,test_accuracy,train_loss,train_acc,mean_diff_acc,var_diff_acc,val_loss,val_acc
1,0.06886452388763428,19.580696202531644,1.4766154900990733,49.83502236723532,0.08255678476539714,26.53123161222074,0.07007110238510326,22.55558507366648
2,0.06318264565467835,34.77056962025316,1.4590816471138985,52.432101678772085,0.00779698790894372,43.09312458666949,0.06526274664520078,41.437465194971075
3,0.05574913046360016,41.732594936708864,1.3703144311360662,56.792850847281045,-0.40059880505821893,43.32017782099103,0.058265106146934476,42.521151455611104
4,0.0471652768611908,55.81487341772152,1.337702166370396,55.695283090508084,-0.4660580529369227,59.22534343052094,0.05175051129123648,52.80258234946044
5,0.04445005918741226,52.017405063291136,1.1076166918483255,70.65410519324291,-0.17619606088692166,88.19337802426541,0.05147735925856978,44.270122543442994
6,0.0387698319196701,65.03164556962025,1.1334826823312125,66.83142084496117,0.9426010266263433,71.98912353258882,0.04143290375218247,64.29703530196447
7,0.03718926517963409,63.13291139240506,1.0899726611736569,71.23477294705408,0.14096492163704966,98.47595914110731,0.04295571596772821,57.847883385151356
8,0.03437577159404755,67.72151898734177,1.0851167952980887,70.07807492473248,-0.221383347344684,25.359098332378757,0.033128081633941764,74.60642191537201
9,0.032634521681070325,70.05537974683544,0.9921620740610706,73.98418274838959,-0.29119052946675766,35.26969191454878,0.039813455167434196,61.83421103045237
10,0.031314891505241395,71.32120253164557,1.1192247098071106,67.54322834524062,0.24888071163880027,35.84581460858897,0.03296022328162172,72.81280481642227
11,0.02961748459339142,71.6376582278481,0.9547703208906508,75.77022698545242,-0.11801974833737176,23.973807002162467,0.03272995542751129,68.97537034060443
12,0.028528947961330414,74.09018987341773,0.9998404119285148,72.5993360664835,-0.5624217234910546,34.4243052924544,0.030259611999505137,74.85808270236537
13,0.027508160948753357,76.42405063291139,1.0658807159068315,70.78899698948986,0.2977678096224764,12.657409042004824,0.02676050294729997,80.21698142791456
14,0.025293122750520706,78.87658227848101,1.0458899595698896,69.34269073852485,0.3752077150362226,12.820672075377791,0.027653404620089164,77.36434878207298
15,0.02493639381527901,80.10284810126582,0.9319159515817018,73.92387370110394,-0.8050835228317055,30.03578124324475,0.0263544257161104,80.33611875754079
16,0.02352220252752304,80.0632911392405,1.008170052778971,71.93774700951542,0.08136764378683665,5.162688712452201,0.02472224670273071,79.20063181549789
17,0.023041653141379355,81.25,0.9313691063135472,74.43339717700965,-0.6813942133994828,24.233541399536985,0.023592640852220813,81.57360728221137
18,0.024096500885486604,78.3623417721519,0.9685977508826843,71.55450258288906,0.007081415648619327,34.90926611225079,0.026694080443121493,76.727294921875
19,0.02053163695335388,81.84335443037975,0.9107859783449529,73.93059940154411,-0.04384681293542769,10.555867249739977,0.024800623672950828,78.64153514690958
20,0.020735260820388794,82.23892405063292,0.9860883135532117,71.8189944546165,0.07369950254399953,5.373987405862462,0.022229522000593686,82.44821065502607
21,0.02032102528810501,82.87183544303798,0.9438527804330317,72.49214242656062,0.2914927530846569,26.60653617820026,0.02139145392525175,82.31858223766304
22,0.02035962012708187,81.09177215189874,0.8880340981727641,75.24382706202647,-0.4169793066748923,27.385428277217393,0.024252291700821355,78.80326133681628
23,0.018655122795701026,83.54430379746836,0.834948898869125,75.53925038644319,-0.5967234786651631,14.31698241359835,0.021656474571031224,82.7053872058621
24,0.01871079749763012,83.62341772151899,0.9372850789847951,71.9538057758768,0.1737019750760652,16.815299943944908,0.02002311729649615,84.15100772559714
25,0.019113078200817108,83.6629746835443,0.9544319163322578,71.49713723403542,0.5683104569561308,33.79185257252372,0.020000655795683202,85.19771916713275
26,0.018168031626939772,83.46518987341773,0.8634458543160838,74.07009757710284,0.053839060115817,6.079843545696437,0.017180878298444897,87.16180733305032
27,0.01998967350423336,81.28955696202532,1.0123052149592329,68.8256051788104,0.2363849653136043,32.405852105056226,0.024777691885506437,76.07141285814191
28,0.017804064768552782,84.69145569620254,0.8606445372115207,73.4219172176582,0.2815392175861035,9.986158192599907,0.02280296759959999,80.72071801314583
29,0.016971404123306274,85.24525316455696,0.8839546091640752,73.11959521786622,0.4249448286393346,51.82531464278007,0.022011102668667896,80.0945833423602
30,0.0175165059030056,84.25632911392405,0.8425887662029211,74.68377514622577,0.19213236365932715,43.770450264707804,0.02259489770699533,78.90750872816169
31,0.015628362667560576,86.51107594936708,0.7893628751166009,77.17732953436978,-0.0020312975401139965,19.691902380163953,0.0215923263684328,80.73834075964339
32,0.01620335332453251,85.24525316455696,0.714423495476214,80.1947336805401,-0.10100346797730993,4.078418981291656,0.020473132337577613,81.5633399580637
33,0.01904957158267498,81.60601265822785,0.8500712732008845,73.96339520155283,0.594357880502109,50.11409507119409,0.023734998715904367,76.47641327542831
34,0.016488890373706818,85.20569620253164,0.7861564947244944,75.96565271911437,-0.05744703995999885,49.11209857444499,0.020397811925132913,81.1307160884821
35,0.016165325400233268,86.0363924050633,0.8359199436268738,75.19849181917675,0.4068913491282785,26.88417915928677,0.02235172851735703,78.59050561159101
36,0.016007084465026855,85.24525316455696,0.8686235580098917,74.0182790713398,0.18676456526365542,67.47460880269092,0.01998855313733077,81.8125244147947
37,0.015920089608430863,85.24525316455696,0.6034289718255476,83.58624556984682,-0.17334757653288194,11.07625300913524,0.022515135117909237,79.2764798466421
38,0.014871190696954728,86.59018987341773,0.6198927212085781,82.5343894467067,-0.08573135604937362,14.908277532702982,0.014038208751240962,90.29125297058502
39,0.016073752301931383,85.52215189873418,0.5982182907019336,83.11578474563849,-0.3647082733320417,23.410713870244187,0.01976799417741923,82.10518095109902
40,0.015604864552617073,85.91772151898734,0.6936259444480357,79.699741037391,-0.026759714989390206,91.2209707841519,0.019258918486307803,82.20933208535646
