train_loss,train_acc,test_loss,test_acc
2.1942691564559937,28.56222585042318,0.007370386743545532,36.116868591308595
1.8435372511545818,35.163103103637695,0.006853803563117981,39.64604568481445
1.8193936268488566,36.94764251708985,0.007203445434570312,33.38169641494751
1.7950270613034567,37.41228065490723,0.007008016228675842,41.186224365234374
1.7700980385144551,38.490268580118816,0.006443845725059509,42.64907531738281
1.7042714635531107,40.32072372436524,0.006724727559089661,41.27072715759277
1.7222953995068868,39.86430918375651,0.006398376512527466,43.62962379455566
1.6664494752883912,41.13486836751302,0.00662256293296814,40.99569511413574
1.6810625116030375,41.46175982157389,0.00653259584903717,42.376435089111325
1.6385199228922527,42.21765352884928,0.006348936867713928,44.05373077392578
1.666071633497874,41.502192942301434,0.006445935916900635,42.33418369293213
1.6299904227256774,43.20038375854492,0.006562105655670166,41.32413902282715
1.6419163942337036,42.06620063781738,0.0063722211599349975,41.49713001251221
1.6442806522051494,43.50603065490723,0.006295485448837281,43.34024238586426
1.6649022658665975,41.97368418375651,0.006202860069274902,44.50892868041992
1.6330564101537068,43.51973686218262,0.00657560465335846,41.411033153533936
1.637977627913157,42.71518643697103,0.006828560066223144,37.706473207473756
1.6922231515248616,42.433525212605794,0.00712849440574646,36.78730869293213
1.609057366847992,44.972587712605794,0.00612401237487793,45.91358413696289
1.5678136348724365,45.792900212605794,0.006244299864768982,44.15975761413574
1.5857202649116515,44.45655148824056,0.006442060232162475,44.414859771728516
1.5954339464505514,44.84512062072754,0.0063684710025787355,43.78348236083984
1.6351250012715657,43.16474774678548,0.006406171512603759,45.23278045654297
1.6002012133598327,44.791666666666664,0.006325398755073547,43.77630729675293
1.5894931395848593,44.73204498291015,0.006271994829177856,45.33641586303711
1.5374106566111247,46.511787287394206,0.00608507719039917,48.056441116333005
1.5203062136967977,47.683662287394206,0.006544293212890625,43.45822715759277
1.5730645656585693,46.03549893697103,0.006416608381271362,44.78954086303711
1.5338606595993043,47.19572372436524,0.006356329870223999,44.23230209350586
1.550238267580668,46.47615127563476,0.006322557783126831,44.4140625
1.5369182705879212,46.497395833333336,0.006160777759552002,45.95822696685791
1.512367598215739,47.16831143697103,0.0063543744802474975,45.25510196685791
1.5382140239079793,46.999040603637695,0.006654746246337891,43.27726402282715
1.5266098499298095,48.293585459391274,0.0064861059188842775,45.17139663696289
1.5372671326001486,46.434347534179686,0.006454236125946045,46.88695793151855
1.5460195382436117,46.81606356302897,0.006534928870201111,43.72289543151855
1.5808759729067485,46.37746709187825,0.006632779049873352,43.203922271728516
1.5911505222320557,45.958744557698566,0.006509201908111572,42.405931091308595
1.52693030834198,47.09224230448405,0.006410001802444458,45.261479187011716
1.5341598987579346,47.68503290812175,0.0062717679023742675,47.04639663696289
1.503936199347178,48.92269732157389,0.006149985337257385,47.39317588806152
1.513267993927002,47.570586649576825,0.006293077743053437,44.84853324890137
1.4857028643290202,48.71436398824056,0.006268427610397339,45.76450881958008
1.4756810585657756,48.89665565490723,0.006198576116561889,45.78523559570313
1.469083344936371,48.96792755126953,0.006170284509658813,46.62786979675293
1.4778923948605855,48.527275212605794,0.00598796374797821,46.86782531738281
1.4715921878814697,49.230400212605794,0.005982398247718811,47.64110336303711
1.4743633588155112,49.18311398824056,0.0061167888879776,45.80994911193848
1.4510143001874287,50.60101420084636,0.005877377915382385,48.961256408691405
1.4456802328427634,50.294682057698566,0.006038441228866577,47.30229568481445
