round,test_loss,test_accuracy
1,0.02363047516345978,21.89453125
2,0.0225970596075058,30.21484375
3,0.02151812970638275,33.65234375
4,0.021383201479911806,34.74609375
5,0.02069681990146637,38.61328125
6,0.020633450627326966,39.00390625
7,0.019866989731788635,42.08984375
8,0.0190142804980278,50.25390625
