knn_accuracy,train_loss
68.08,-0.9003577828407288
66.4,-0.9018691778182983
66.47999999999999,-0.8995799422264099
68.0,-0.9028081297874451
68.4,-0.9010506272315979
67.12,-0.902040421962738
68.52000000000001,-0.9020230770111084
67.60000000000001,-0.9021069407463074
68.08,-0.9030668139457703
68.67999999999999,-0.9006388187408447
68.04,-0.9008387923240662
68.32000000000001,-0.9041265249252319
67.32000000000001,-0.903228759765625
66.03999999999999,-0.9040818810462952
67.52,-0.9039260149002075
68.04,-0.9036913514137268
67.44,-0.9056581258773804
67.44,-0.9043557047843933
67.36,-0.9075369834899902
68.76,-0.9060240387916565
69.56,-0.9061722755432129
68.92,-0.9063237905502319
69.12,-0.9080572128295898
69.39999999999999,-0.9088535904884338
68.52000000000001,-0.9080644845962524
68.96,-0.9078847765922546
67.96,-0.9092419147491455
69.48,-0.9075871109962463
68.67999999999999,-0.905978798866272
67.72,-0.9076751470565796
69.24,-0.9074180126190186
68.56,-0.909232497215271
69.64,-0.9087137579917908
67.08,-0.909416675567627
68.2,-0.9099252820014954
67.67999999999999,-0.9108548164367676
67.84,-0.9080660939216614
69.04,-0.9097126126289368
68.92,-0.9117112159729004
69.76,-0.9105494022369385
69.84,-0.911702036857605
69.28,-0.9122068881988525
68.8,-0.9124588966369629
68.76,-0.9116299152374268
68.47999999999999,-0.9136919975280762
69.32000000000001,-0.913550078868866
68.67999999999999,-0.9151784181594849
66.92,-0.9157863855361938
68.44,-0.91538405418396
70.96000000000001,-0.9161539673805237
69.28,-0.9119435548782349
69.56,-0.9131377935409546
69.64,-0.9127159118652344
69.24,-0.9134289026260376
66.67999999999999,-0.9129221439361572
70.76,-0.9116774797439575
68.4,-0.9149967432022095
68.67999999999999,-0.9149526953697205
68.96,-0.9167997241020203
68.84,-0.9127861857414246
68.36,-0.9118568301200867
68.16,-0.912071168422699
68.28,-0.9106703996658325
68.72,-0.9148982167243958
69.08,-0.9176961183547974
68.64,-0.9157125353813171
69.56,-0.9153467416763306
69.67999999999999,-0.9134545922279358
69.32000000000001,-0.9142078757286072
70.04,-0.9158310890197754
68.76,-0.9134629368782043
