knn_accuracy,train_loss
71.88,-0.0018282707314938307
71.56,-0.007646685931831598
71.16,-0.02035674825310707
69.64,-0.04284783452749252
66.32000000000001,-0.08639994263648987
63.839999999999996,-0.17895014584064484
61.08,-0.34565237164497375
58.120000000000005,-0.5356085896492004
58.28,-0.6530999541282654
58.24,-0.708354115486145
56.720000000000006,-0.7355331182479858
58.879999999999995,-0.7587019801139832
57.04,-0.7781290411949158
57.84,-0.7959341406822205
57.48,-0.8112544417381287
57.28,-0.8215216994285583
57.16,-0.8307515978813171
57.84,-0.8345626592636108
57.36,-0.8414245247840881
57.28,-0.8458614945411682
58.720000000000006,-0.8490033149719238
57.879999999999995,-0.8541941046714783
58.52,-0.8551756739616394
58.76,-0.8591758608818054
58.4,-0.8601949214935303
58.56,-0.86263507604599
58.040000000000006,-0.86527419090271
58.52,-0.8658871054649353
58.4,-0.8704439997673035
57.599999999999994,-0.8705708384513855
58.08,-0.8741739392280579
57.56,-0.8731556534767151
57.52,-0.8757983446121216
58.440000000000005,-0.877212643623352
57.68,-0.8776604533195496
57.99999999999999,-0.8809109330177307
58.64,-0.8824962973594666
57.96,-0.881757915019989
58.4,-0.882230818271637
57.120000000000005,-0.882222056388855
58.160000000000004,-0.8828115463256836
58.8,-0.8860544562339783
58.199999999999996,-0.8854373097419739
58.36,-0.8857200145721436
57.68,-0.8851377964019775
58.199999999999996,-0.88578861951828
58.48,-0.885170042514801
58.040000000000006,-0.8862572312355042
58.040000000000006,-0.8872681856155396
59.31999999999999,-0.884859025478363
58.720000000000006,-0.8864348530769348
57.76,-0.8839060068130493
59.599999999999994,-0.8860177397727966
59.12,-0.8838104605674744
59.440000000000005,-0.8848803043365479
59.36,-0.8861581087112427
58.08,-0.8845627307891846
59.08,-0.8862473368644714
60.0,-0.8867489099502563
59.48,-0.8890098929405212
59.760000000000005,-0.887816846370697
59.56,-0.8892526030540466
59.56,-0.8891685605049133
60.519999999999996,-0.8907210826873779
60.040000000000006,-0.8901813626289368
60.28,-0.889900803565979
58.36,-0.891617476940155
60.040000000000006,-0.8919841051101685
59.919999999999995,-0.8926939368247986
59.12,-0.8950538635253906
60.480000000000004,-0.894695520401001
60.440000000000005,-0.8954477906227112
60.760000000000005,-0.8980726599693298
60.519999999999996,-0.8971206545829773
59.72,-0.8988972306251526
60.56,-0.8988876938819885
60.56,-0.9000470042228699
60.84,-0.9006589651107788
60.24,-0.9004368782043457
60.24,-0.9002804756164551
60.440000000000005,-0.900505781173706
62.28,-0.9016019701957703
60.8,-0.901225209236145
61.68,-0.9022549986839294
61.24000000000001,-0.9035907983779907
60.8,-0.9033499956130981
60.8,-0.9027755856513977
60.72,-0.9045754075050354
61.6,-0.904818058013916
61.44,-0.9032675623893738
61.480000000000004,-0.9057211875915527
62.12,-0.905644953250885
60.440000000000005,-0.9065521955490112
60.24,-0.905579149723053
61.12,-0.9075644612312317
62.12,-0.9062376618385315
61.88,-0.906112015247345
61.919999999999995,-0.9068343043327332
61.4,-0.9081586599349976
62.519999999999996,-0.9085952043533325
62.12,-0.9076197147369385
62.72,-0.9081764817237854
61.28,-0.9091919660568237
61.88,-0.908693790435791
62.2,-0.9085662364959717
62.88,-0.9115622043609619
61.839999999999996,-0.9110808968544006
62.6,-0.9099392890930176
62.4,-0.9125052690505981
62.96000000000001,-0.9125663638114929
62.44,-0.9134945869445801
63.68000000000001,-0.9129504561424255
64.24,-0.9137220978736877
62.72,-0.9140593409538269
62.68,-0.9150355458259583
62.480000000000004,-0.9150418639183044
63.080000000000005,-0.9148929715156555
63.92,-0.9163376092910767
64.84,-0.9152351021766663
64.32,-0.9151114225387573
63.04,-0.9171116352081299
62.92,-0.9159496426582336
64.2,-0.9170171618461609
64.32,-0.917716383934021
63.36000000000001,-0.9156346321105957
63.63999999999999,-0.9175150394439697
62.63999999999999,-0.9160705804824829
63.75999999999999,-0.9167319536209106
64.0,-0.9176693558692932
64.0,-0.9182991981506348
64.0,-0.9192087650299072
64.12,-0.9184447526931763
64.2,-0.9193379282951355
64.36,-0.9186686277389526
64.24,-0.9187788963317871
63.959999999999994,-0.9185765981674194
64.8,-0.9207331538200378
65.32,-0.9199467301368713
64.64,-0.9201861023902893
63.160000000000004,-0.9216506481170654
65.36,-0.9204067587852478
64.96,-0.921604573726654
65.24,-0.9205853939056396
64.08,-0.9223465919494629
64.68,-0.9212906360626221
64.88000000000001,-0.9214334487915039
64.52,-0.9214036464691162
64.4,-0.9231504797935486
65.2,-0.9220185279846191
64.0,-0.9234603643417358
64.84,-0.9230162501335144
64.4,-0.9221473932266235
64.08,-0.9236814379692078
63.800000000000004,-0.9228988289833069
64.16,-0.9231106042861938
64.16,-0.9248315691947937
64.52,-0.9259792566299438
63.959999999999994,-0.9255606532096863
63.959999999999994,-0.922785222530365
64.24,-0.9238190054893494
64.24,-0.9244773387908936
64.2,-0.9240647554397583
64.44,-0.9256603717803955
64.52,-0.9270555973052979
64.12,-0.9256306886672974
63.75999999999999,-0.92638099193573
63.36000000000001,-0.9260590076446533
64.03999999999999,-0.9250224232673645
64.52,-0.9263582229614258
65.32,-0.9241571426391602
64.52,-0.9262117147445679
64.48,-0.9264952540397644
65.03999999999999,-0.9258262515068054
64.84,-0.9289456605911255
64.16,-0.9272841215133667
64.24,-0.9263728260993958
64.60000000000001,-0.9277467131614685
64.88000000000001,-0.9280457496643066
64.56,-0.9282394051551819
64.8,-0.9290938973426819
65.28,-0.9272760152816772
64.96,-0.9285842180252075
64.56,-0.9287244081497192
65.4,-0.9293000102043152
64.2,-0.9290727376937866
64.48,-0.9285656809806824
64.84,-0.9293698072433472
65.52,-0.928760290145874
64.44,-0.9282160997390747
65.08,-0.9303933382034302
65.12,-0.9299347400665283
64.36,-0.929377555847168
66.2,-0.9301354289054871
66.03999999999999,-0.9310503005981445
65.03999999999999,-0.9306136965751648
65.75999999999999,-0.9307876229286194
65.28,-0.9306969046592712
65.72,-0.9304754734039307
65.44,-0.9314310550689697
65.36,-0.9305417537689209
64.8,-0.9306844472885132
65.52,-0.9333242774009705
65.36,-0.9312906861305237
65.12,-0.931678831577301
64.84,-0.9322028756141663
65.12,-0.9318012595176697
63.959999999999994,-0.9315442442893982
64.75999999999999,-0.930310070514679
65.0,-0.9333834052085876
65.28,-0.9320124983787537
65.12,-0.9338293075561523
66.56,-0.9334027171134949
65.8,-0.9325217604637146
64.68,-0.9327548146247864
65.68,-0.9325398802757263
66.32000000000001,-0.9326078295707703
66.56,-0.9328445792198181
66.47999999999999,-0.9313646554946899
65.56,-0.9333384037017822
65.96,-0.9322332143783569
66.08000000000001,-0.9351713061332703
66.0,-0.9326319098472595
65.96,-0.9327149987220764
66.0,-0.9318435788154602
65.84,-0.932588517665863
64.88000000000001,-0.9347918629646301
65.60000000000001,-0.9343960285186768
65.8,-0.9337664246559143
65.56,-0.9344964623451233
66.24,-0.9326287508010864
65.48,-0.9345391392707825
65.8,-0.9347007870674133
65.68,-0.9347386360168457
66.96,-0.9340994954109192
67.52,-0.9340411424636841
66.8,-0.9336123466491699
66.60000000000001,-0.935149073600769
66.32000000000001,-0.9355091452598572
66.12,-0.9336221218109131
66.88,-0.9335326552391052
67.2,-0.9342824816703796
67.12,-0.9346621632575989
65.56,-0.9342074394226074
66.28,-0.9354075789451599
66.64,-0.934604823589325
65.92,-0.9358245730400085
67.32000000000001,-0.9344255328178406
66.64,-0.9345728754997253
66.08000000000001,-0.9345790147781372
66.56,-0.9352495074272156
66.44,-0.9352775812149048
67.28,-0.9353814721107483
66.24,-0.935221791267395
66.32000000000001,-0.9352222681045532
66.44,-0.9346190094947815
66.03999999999999,-0.9357561469078064
66.84,-0.9342445731163025
67.47999999999999,-0.9365124702453613
65.92,-0.93410325050354
67.47999999999999,-0.9356110692024231
67.12,-0.9360873103141785
66.0,-0.934897780418396
66.60000000000001,-0.9353493452072144
66.12,-0.934970498085022
66.52,-0.9350155591964722
66.67999999999999,-0.9351102113723755
66.44,-0.93374103307724
67.32000000000001,-0.9364116787910461
66.03999999999999,-0.9343512654304504
67.0,-0.9357530474662781
66.0,-0.9370748400688171
67.4,-0.9359773993492126
66.32000000000001,-0.936149001121521
66.47999999999999,-0.9356858730316162
67.60000000000001,-0.935680091381073
66.84,-0.935253918170929
67.04,-0.9361094236373901
67.47999999999999,-0.9351028800010681
66.88,-0.9355080723762512
66.75999999999999,-0.9360350966453552
65.24,-0.9357872009277344
67.47999999999999,-0.9370757341384888
67.60000000000001,-0.935276210308075
67.44,-0.9359595775604248
67.64,-0.9369123578071594
67.32000000000001,-0.9362233281135559
66.36,-0.9357286691665649
66.8,-0.9358327984809875
66.56,-0.9370607137680054
66.28,-0.9365249872207642
68.08,-0.9381047487258911
67.56,-0.9377579689025879
66.60000000000001,-0.9358049631118774
67.12,-0.9371169209480286
67.16,-0.937705934047699
67.36,-0.9360530972480774
66.56,-0.9392470121383667
66.44,-0.9356203079223633
66.28,-0.9358490705490112
68.0,-0.9362174272537231
66.84,-0.9351311326026917
66.52,-0.9367246031761169
67.36,-0.9381036162376404
67.32000000000001,-0.9381230473518372
66.8,-0.9362013339996338
67.08,-0.936355710029602
66.75999999999999,-0.9374638199806213
66.96,-0.9372296333312988
66.92,-0.9379209280014038
66.60000000000001,-0.9396039843559265
67.08,-0.9398536086082458
66.24,-0.9386078119277954
66.88,-0.937591016292572
65.60000000000001,-0.9382805228233337
66.4,-0.9397493600845337
66.32000000000001,-0.9388064742088318
66.56,-0.9389933347702026
65.48,-0.9388729333877563
66.36,-0.9404618740081787
66.88,-0.9413716793060303
66.03999999999999,-0.9392043948173523
66.56,-0.9398413300514221
66.92,-0.9394501447677612
67.4,-0.9408398270606995
66.36,-0.9409157037734985
67.28,-0.941772997379303
66.72,-0.9409151077270508
66.60000000000001,-0.9426422715187073
66.44,-0.9420654773712158
67.08,-0.9402626752853394
66.8,-0.9408592581748962
67.47999999999999,-0.9413407444953918
66.75999999999999,-0.9415799379348755
66.96,-0.9432355761528015
67.2,-0.941642165184021
67.32000000000001,-0.9418466091156006
67.32000000000001,-0.9417992830276489
66.92,-0.9417222142219543
66.72,-0.943130373954773
66.36,-0.9417683482170105
67.24,-0.9416943788528442
67.4,-0.9408422112464905
65.96,-0.9422390460968018
66.64,-0.9432442784309387
66.60000000000001,-0.9439078569412231
66.44,-0.94332355260849
65.52,-0.9428513050079346
66.60000000000001,-0.9439714550971985
66.67999999999999,-0.9439246654510498
67.04,-0.9422017335891724
66.28,-0.9428437948226929
66.24,-0.9429250955581665
65.8,-0.942644476890564
66.56,-0.9445322155952454
66.75999999999999,-0.9429317712783813
66.67999999999999,-0.9435359239578247
66.72,-0.9437763690948486
66.47999999999999,-0.9435693025588989
66.67999999999999,-0.9430590867996216
67.56,-0.9438719749450684
67.92,-0.9424383044242859
66.8,-0.9437545537948608
67.36,-0.9450759291648865
66.64,-0.9447140097618103
66.64,-0.944543719291687
67.04,-0.9456044435501099
66.2,-0.9446423649787903
67.67999999999999,-0.9446409940719604
67.60000000000001,-0.9453822374343872
68.16,-0.9452428221702576
68.24,-0.9450011253356934
67.24,-0.9452085494995117
67.60000000000001,-0.9463392496109009
67.12,-0.9456377625465393
67.60000000000001,-0.9465163946151733
67.75999999999999,-0.9445584416389465
67.2,-0.9455991983413696
66.28,-0.9478051066398621
66.28,-0.9456908702850342
66.60000000000001,-0.9452608227729797
67.04,-0.9467988610267639
66.4,-0.9460668563842773
66.12,-0.9471458196640015
66.96,-0.9477463960647583
66.52,-0.9475641846656799
67.47999999999999,-0.9481676816940308
67.47999999999999,-0.9474285244941711
66.96,-0.9476522207260132
66.36,-0.9478346109390259
67.04,-0.948783278465271
67.75999999999999,-0.9471241235733032
67.04,-0.947844386100769
67.28,-0.9478713274002075
66.8,-0.9475695490837097
66.67999999999999,-0.9465691447257996
67.2,-0.9473695158958435
68.0,-0.9493697881698608
66.72,-0.9488469362258911
66.88,-0.949054479598999
66.72,-0.9484420418739319
