client_id,server_round,loss,d_loss,cka_loss,fit_mins
3,1,-0.31209395913516774,-0.31209395913516774,0.0,3.747143884499868
3,2,-0.14913862417725957,-0.5092840895933264,0.3601454643099957,4.362759991486867
3,3,-0.14773132345255682,-0.5626474689034855,0.4149161468741845,4.368230231602987
3,4,-0.15649395129259894,-0.6069019401774687,0.4504079935201216,4.3730385581652325
3,5,-0.19649724749957814,-0.6244766992681167,0.4279794518327246,4.363696893056233
3,6,-0.21170101095648372,-0.649942001875709,0.4382409952686286,4.353605115413666
3,7,-0.20315639937625213,-0.6584230556207544,0.45526665617693485,4.371877864996592
3,8,-0.18860522964421442,-0.6684290170669556,0.4798237859378145,4.376122903823853
3,9,-0.22666743222404928,-0.6918598623836741,0.46519243131799365,4.370204905668895
3,10,-0.25734319231089425,-0.6747447708073784,0.41740158023716806,4.362698181470235
3,11,-0.22964314152212703,-0.7004261262276593,0.47078298371639193,4.358813186486562
3,12,-0.20903252152835622,-0.6844429549048928,0.4754104331810147,4.350273156166077
3,13,-0.22911041098482468,-0.7028475649216596,0.4737371542816102,4.375798650582632
3,14,-0.23807433247566223,-0.7069648644503426,0.4688905326964333,4.380800028642018
3,15,-0.24202555768630085,-0.7171111632795895,0.4750856049014689,4.335482660929362
3,16,-0.27197762096629424,-0.7173463000970728,0.4453686789142184,4.359227108955383
3,17,-0.2531157679417554,-0.732122540473938,0.4790067691948701,4.362370065848032
3,18,-0.2611256031429066,-0.7344666824621313,0.47334108094523003,4.3589997092882795
3,19,-0.2617999280200285,-0.730652770575355,0.4688528463203119,4.360045739014944
3,20,-0.24516130896175609,-0.7228274836259729,0.477666175791025,4.354861462116242
