client_id,server_round,loss,d_loss,cka_loss,fit_mins
1,1,-0.19159110883871713,-0.19159110883871713,0.0,2.698162535826365
1,2,-0.036165811121463776,-0.44552630682786304,0.40936049545161457,3.1737008055051166
1,3,-0.11216783275206883,-0.5584148938457171,0.44624706185571644,3.18671449025472
1,4,-0.1542359764377276,-0.6029010117053986,0.44866503780918054,3.16041400829951
1,5,-0.16039631267388663,-0.6176773359378179,0.4572810214572325,3.1521722157796224
1,6,-0.17832299570242563,-0.62628406782945,0.4479610708871818,3.1779476761817933
1,7,-0.18733670314153036,-0.6431134690841039,0.45577676300816944,3.1548447529474895
1,8,-0.16777625679969788,-0.6455456912517548,0.4777694327825115,3.1814679741859435
1,9,-0.24051101754109064,-0.6613594392935435,0.4208484235721833,3.157225700219472
1,10,-0.20424282054106394,-0.6846831341584524,0.48044031438397944,3.165387205282847
1,11,-0.20485560099283853,-0.6689162999391556,0.46406070060536614,3.1646276235580446
1,12,-0.22840150197347006,-0.6859443883101145,0.4575428880159799,3.165432369709015
1,13,-0.21465102334817251,-0.686683918039004,0.47203289045579927,3.182661294937134
1,14,-0.2413130650917689,-0.702666848897934,0.4613537829988237,3.1737950007120768
1,15,-0.2399725466966629,-0.6827264527479807,0.4427539036243469,3.162123982111613
1,16,-0.2476363405585289,-0.712701549132665,0.4650652093388789,3.1701948404312135
1,17,-0.2420050377647082,-0.7104402581850687,0.468435216938012,3.1608505050341287
1,18,-0.25259651988744736,-0.7141684840122858,0.46157196586974397,3.170222055912018
1,19,-0.2521771043539047,-0.7269759277502695,0.47479882328969586,3.159559198220571
1,20,-0.2562804917494456,-0.7278349498907725,0.47155446062584233,3.1777994791666666
