client_id,server_round,loss,d_loss,cka_loss,fit_mins
4,1,-0.22059077941454375,-0.22059077941454375,0.0,2.835399878025055
4,2,-0.12380284529465896,-0.47896756346409136,0.3551647209664447,3.3648340940475463
4,3,-0.12583966667835528,-0.5628761740831228,0.4370365080233793,3.3710946083068847
4,4,-0.14130784227297857,-0.5702875875509702,0.42897974424445057,3.368222959836324
4,5,-0.2140208322268266,-0.5999524593353271,0.38593162709654005,3.367451214790344
4,6,-0.15931001076331505,-0.6385470857987037,0.4792370751335047,3.367284973462423
4,7,-0.19048623167551482,-0.6498393233005817,0.4593530937802678,3.3537903904914854
4,8,-0.18808445792931777,-0.6648098184512212,0.47672536069019356,3.361910820007324
4,9,-0.21066383444345915,-0.6770632863044739,0.46639944891469765,3.360915168126424
4,10,-0.23153109963123614,-0.690102219581604,0.45857112116053017,3.360166124502818
4,11,-0.20790430444937485,-0.6727684782101557,0.46486417345805964,3.356550665696462
4,12,-0.2150905842964466,-0.6904513652508075,0.47536078116051256,3.3656922300656635
4,13,-0.24719175467124352,-0.7094457011956435,0.46225394525351704,3.3823844750722247
4,14,-0.25179826067044186,-0.7169179274485662,0.465119666701456,3.369901398817698
4,15,-0.24771653688870943,-0.7262179163786081,0.4785013793773209,3.3722623109817507
4,16,-0.2654265761375427,-0.7252309689154992,0.4598043946560741,3.362902355194092
4,17,-0.2503185776563791,-0.7261602511772742,0.47584167435550495,3.3459921956062315
4,18,-0.26090991038542527,-0.7344463971944956,0.47353648238737023,3.3608119964599608
4,19,-0.26895664976193356,-0.7460380563369164,0.47708140806272953,3.3811750769615174
4,20,-0.2537610141130594,-0.7411587696809036,0.4873977561030077,3.367122773329417
