client_id,server_round,loss,d_loss,cka_loss,fit_mins
0,1,-0.11013242974877357,-0.11013242974877357,0.0,2.173170630137126
0,2,0.029734668135643006,-0.4118170440196991,0.44155171093169787,2.579423491160075
0,3,-0.07662644982337952,-0.5250311911106109,0.4484047428744741,2.5796846389770507
0,4,-0.16566158533096315,-0.5925369620323181,0.4268753851146131,2.570300229390462
0,5,-0.1607988268136978,-0.599817943572998,0.43901911711550196,2.5714889725049335
0,6,-0.16167470514774324,-0.6355934619903565,0.47391875403294204,2.571287973721822
0,7,-0.17022813558578492,-0.6411897301673889,0.47096159710948876,2.577068293094635
0,8,-0.17946746945381165,-0.6587165653705597,0.47924910007734517,2.580982593695323
0,9,-0.17389338612556457,-0.6496933579444886,0.4757999716215096,2.579719865322113
0,10,-0.19138441383838653,-0.673932421207428,0.4825479995875635,2.5784374117851256
0,11,-0.19615477323532104,-0.673155564069748,0.4770007913576181,2.574571442604065
0,12,-0.22649429738521576,-0.704531443119049,0.4780371463354342,2.5818589488665262
0,13,-0.21100705564022065,-0.6759265899658203,0.46491953230685273,2.5748589913050335
0,14,-0.2072027236223221,-0.6921077370643616,0.4849050166667571,2.5767024238904317
0,15,-0.22951285243034364,-0.6848065555095673,0.45529370184126244,2.5842683990796407
0,16,-0.23569209575653077,-0.7067349493503571,0.4710428552795478,2.5780391017595927
0,17,-0.2160731613636017,-0.6945629239082336,0.47848975716439135,2.5707518498102826
0,18,-0.21481413245201111,-0.6984332203865051,0.48361909011685134,2.5876914143562315
0,19,-0.24822448790073395,-0.726794308423996,0.478569819315042,2.5962955435117085
0,20,-0.23621499240398408,-0.723047399520874,0.4868324036902846,2.5608884493509927
