client_id,server_round,loss,d_loss,cka_loss,fit_mins
2,1,-0.11294026590055889,-0.11294026590055889,0.0,1.915884021917979
2,2,0.030233449406094022,-0.40025710066159564,0.43049054585907454,2.2895577351252236
2,3,-0.2293399837281969,-0.5382920636071099,0.30895207921963713,2.2783793210983276
2,4,-0.09788077076276143,-0.5848023825221591,0.4869216168894232,2.2767157236735027
2,5,-0.15394002199172974,-0.6235702104038663,0.4696301917306138,2.2783206621805827
2,6,-0.15174714724222818,-0.6114026175604926,0.45965547055576383,2.2804587880770364
2,7,-0.17758207850986057,-0.6027573943138123,0.42517531500793193,2.2750169078509015
2,8,-0.21505304177602133,-0.6515139208899604,0.43646087638707615,2.270613121986389
2,9,-0.18404180142614576,-0.6529790825313992,0.4689372795989511,2.2802708307902018
2,10,-0.21570478876431784,-0.6754753192265829,0.45977052615121966,2.2867948532104494
2,11,-0.21827202373080784,-0.6703018347422282,0.4520298152562003,2.2769425471623737
2,12,-0.19534138176176283,-0.6736148132218255,0.4782734313903599,2.292826767762502
2,13,-0.2275798718134562,-0.6894905434714423,0.46191067248327955,2.290763294696808
2,14,-0.21826907992362976,-0.6793625685903761,0.4610934924363087,2.291824777921041
2,15,-0.21816140744421217,-0.687261336379581,0.46909992981348814,2.2715213775634764
2,16,-0.26801131500138176,-0.6977734367052714,0.42976211771143874,2.2749217987060546
2,17,-0.2293454971578386,-0.7050736612743802,0.4757281677189487,2.282734541098277
2,18,-0.23441637555758157,-0.713996171951294,0.4795797912710772,2.2759872754414876
2,19,-0.2366543644004398,-0.7142079936133491,0.47755363194849143,2.266881736119588
2,20,-0.23417474826176962,-0.711190038257175,0.47701528761699474,2.279094119866689
