client_id,server_round,loss,d_loss,cka_loss,fit_mins
2,1,-0.5488083693716261,-0.5488083693716261,0.0,7.445231596628825
2,2,-0.4464357793331146,-0.6392683453030057,0.19283256359725875,9.159164408842722
2,3,-0.4733466042412652,-0.6760376691818237,0.2026910613434024,9.142137138048808
2,4,-0.4599961307313707,-0.698722779750824,0.2387266473408792,9.26484968662262
2,5,-0.4341314070754581,-0.7179635630713569,0.2838321544840199,9.047123968601227
2,6,-0.44476470682356095,-0.7318147752020094,0.2870500676969827,9.011751782894134
2,7,-0.46537142660882735,-0.7476479874716865,0.2822765605467476,9.182526385784149
2,8,-0.4952900840176476,-0.7573352919684516,0.26204520855075447,9.049387832482656
2,9,-0.47817131214671665,-0.7566554546356201,0.27848414247448655,9.065859989325206
2,10,-0.47217939959632027,-0.7569894459512498,0.2848100495978962,9.067045029004415
