client_id,server_round,loss,d_loss,cka_loss,fit_mins
3,1,-0.626048834884868,-0.626048834884868,0.0,14.385288019975027
3,2,-0.42705801304648905,-0.678570032119751,0.25151201908235477,17.565423734982808
3,3,-0.4590731929330265,-0.7106142569990719,0.25154106352097694,17.497610648473103
3,4,-0.4752374168704538,-0.730199957595152,0.25496253931952706,17.29394750992457
3,5,-0.45880093819954815,-0.7357660216443679,0.27696508443157075,17.58522868156433
3,6,-0.4726699923767763,-0.7522054840536678,0.27953549153304436,17.32725288470586
3,7,-0.46172890417716084,-0.7466254865421968,0.28489658099814497,17.5589825908343
3,8,-0.4801029913565692,-0.7653648081947776,0.28526181829543923,17.420457371075948
3,9,-0.4934300184249878,-0.7701630346915301,0.2767330129530351,17.265690557161967
3,10,-0.48244520846535177,-0.7681561813634985,0.2857109762762576,17.326838779449464
