knn_accuracy,train_loss
73.24000000000001,-0.011347935535013676
73.76,-0.04127231985330582
73.56,-0.07881209254264832
71.56,-0.13229337334632874
70.19999999999999,-0.21002905070781708
68.72,-0.30995699763298035
66.88,-0.40444836020469666
67.12,-0.4759007394313812
67.4,-0.5270116925239563
66.24,-0.5658628344535828
65.75999999999999,-0.6013712882995605
64.8,-0.6289558410644531
63.63999999999999,-0.6516311168670654
63.63999999999999,-0.6710362434387207
62.519999999999996,-0.6879647970199585
60.96,-0.7021708488464355
61.08,-0.7162935137748718
61.31999999999999,-0.7311147451400757
60.6,-0.742644190788269
61.12,-0.7532495856285095
60.8,-0.7634888291358948
61.0,-0.7734726667404175
60.760000000000005,-0.7803206443786621
60.480000000000004,-0.786081850528717
60.28,-0.7914220094680786
60.36,-0.7955180406570435
60.88,-0.7974172830581665
61.68,-0.8000051379203796
60.36,-0.8021671772003174
61.199999999999996,-0.8037505745887756
61.31999999999999,-0.806594729423523
60.36,-0.8097768425941467
61.199999999999996,-0.811558723449707
61.0,-0.8115760087966919
62.36000000000001,-0.8134594559669495
62.08,-0.8164921402931213
61.4,-0.8200791478157043
61.919999999999995,-0.8198570013046265
61.919999999999995,-0.8215649127960205
62.44,-0.8226735591888428
61.96,-0.8256326913833618
62.760000000000005,-0.8268400430679321
62.36000000000001,-0.8269630074501038
62.96000000000001,-0.8297792077064514
62.160000000000004,-0.8302267789840698
63.2,-0.8323081731796265
63.0,-0.8317423462867737
62.88,-0.8347216248512268
62.96000000000001,-0.8342117071151733
62.239999999999995,-0.8362287282943726
62.92,-0.8380249738693237
62.519999999999996,-0.8409825563430786
63.239999999999995,-0.8433737754821777
63.480000000000004,-0.844024121761322
63.56,-0.8449574112892151
63.12,-0.8444257378578186
64.24,-0.8468322157859802
64.0,-0.8474050164222717
63.88,-0.84967041015625
64.56,-0.8497079610824585
63.6,-0.8513519763946533
64.03999999999999,-0.8534441590309143
64.44,-0.853595495223999
64.12,-0.8542014360427856
65.52,-0.8552879095077515
64.75999999999999,-0.8554980158805847
65.24,-0.8580471277236938
64.36,-0.8576430678367615
64.8,-0.8593243360519409
64.56,-0.858715832233429
64.96,-0.8605147004127502
64.64,-0.8613883852958679
64.92,-0.8627270460128784
64.48,-0.8631685376167297
65.0,-0.8622414469718933
65.03999999999999,-0.8619966506958008
66.16,-0.8650026321411133
65.24,-0.8647851943969727
66.32000000000001,-0.8651034235954285
65.8,-0.867446780204773
64.4,-0.8687429428100586
65.8,-0.8692441582679749
66.2,-0.869369626045227
66.16,-0.8691633939743042
64.48,-0.8701429963111877
65.84,-0.8724020719528198
64.24,-0.8725807070732117
64.60000000000001,-0.8717522025108337
65.36,-0.8743597269058228
65.32,-0.8745918273925781
65.52,-0.8745645880699158
65.12,-0.8746927976608276
65.92,-0.8760831952095032
65.52,-0.8758948445320129
65.68,-0.8768237233161926
65.75999999999999,-0.8742674589157104
65.28,-0.8754144310951233
65.03999999999999,-0.8780577778816223
65.84,-0.8769170641899109
65.28,-0.8779525756835938
66.2,-0.8794362545013428
65.92,-0.8796350359916687
64.12,-0.8802012801170349
66.16,-0.8801965117454529
65.32,-0.8811733722686768
65.84,-0.882458508014679
65.60000000000001,-0.8816143870353699
66.12,-0.8840508460998535
65.84,-0.8844656944274902
65.56,-0.8851084113121033
66.47999999999999,-0.884743332862854
65.64,-0.8853248953819275
64.88000000000001,-0.8843771815299988
65.75999999999999,-0.8842813968658447
65.28,-0.8854330778121948
66.60000000000001,-0.8859713077545166
65.03999999999999,-0.8872271776199341
64.92,-0.8879393339157104
66.08000000000001,-0.8878206014633179
65.44,-0.8892136216163635
65.32,-0.8880960941314697
64.84,-0.8882361054420471
66.96,-0.8903067708015442
65.72,-0.890562117099762
66.28,-0.8905513882637024
65.72,-0.890188455581665
64.0,-0.8899009823799133
65.2,-0.8919316530227661
66.52,-0.8924784064292908
66.24,-0.8912091851234436
66.56,-0.8908985257148743
66.0,-0.8929333090782166
66.4,-0.8934940695762634
65.72,-0.8932933211326599
66.2,-0.8947256803512573
66.0,-0.894310474395752
66.32000000000001,-0.8953373432159424
65.24,-0.8961508870124817
65.4,-0.8951783180236816
66.92,-0.8951714038848877
66.64,-0.8967797160148621
65.16,-0.8962805867195129
66.52,-0.8958369493484497
67.36,-0.8965767621994019
65.24,-0.8985572457313538
65.96,-0.8959148526191711
66.56,-0.8980305194854736
66.92,-0.898379921913147
66.32000000000001,-0.8968819379806519
66.24,-0.8995248079299927
67.0,-0.8989930152893066
66.92,-0.8983176946640015
66.60000000000001,-0.8982385396957397
65.72,-0.8994783759117126
66.72,-0.8979721069335938
65.64,-0.8991312384605408
67.44,-0.899369478225708
67.2,-0.8992652893066406
66.2,-0.9008581638336182
66.52,-0.9025353193283081
66.47999999999999,-0.9016118049621582
67.52,-0.9015976786613464
67.64,-0.9019335508346558
66.4,-0.9023073315620422
65.72,-0.9015063047409058
67.56,-0.9017552137374878
67.36,-0.903374433517456
67.28,-0.9029900431632996
67.0,-0.9016379714012146
67.75999999999999,-0.9034913182258606
67.47999999999999,-0.9040809273719788
67.44,-0.9043029546737671
65.68,-0.9022455811500549
67.12,-0.9036085605621338
67.67999999999999,-0.9039537906646729
67.52,-0.902180016040802
67.28,-0.9034942984580994
67.36,-0.9049350023269653
67.56,-0.9054626226425171
66.96,-0.9052973985671997
66.8,-0.906236469745636
67.44,-0.9065600037574768
67.75999999999999,-0.9073841571807861
66.36,-0.9068233966827393
66.84,-0.9041880369186401
67.44,-0.9061238765716553
68.0,-0.9061132073402405
68.08,-0.9068272113800049
68.12,-0.9072463512420654
68.08,-0.906670331954956
67.96,-0.9065420627593994
68.72,-0.9076940417289734
68.47999999999999,-0.9080960750579834
67.88,-0.9081324934959412
67.92,-0.908682107925415
66.8,-0.9077109694480896
67.92,-0.9082515835762024
67.92,-0.9086868166923523
68.36,-0.9079834222793579
67.88,-0.9105843305587769
