client_id,server_round,loss,accuracy
9,4,0.6620328903198243,76.16071472167968
9,5,0.5707220911979676,83.88392791748046
9,9,0.37612679600715637,88.08035736083984
9,12,0.29702850580215456,89.33035736083984
9,13,0.29851034283638,90.13392791748046
9,16,0.28307689130306246,91.20535736083984
9,18,0.19757986664772034,95.0
9,19,0.23747825026512145,92.76785736083984
9,20,0.16313515305519105,97.5
9,21,0.18793003708124162,94.82142791748046
9,22,0.13490315824747084,96.5625
9,23,0.16125148683786392,94.64285736083984
9,26,0.14344260543584825,97.5
9,29,0.12977028489112855,96.69642791748046
9,32,0.09921694323420524,97.63392791748046
9,33,0.08468886241316795,97.94642791748046
9,34,0.09242064356803895,97.94642791748046
9,35,0.07031704485416412,98.75
9,40,0.05780026018619537,99.375
9,41,0.05736354738473892,99.6875
9,42,0.06369678340852261,100.0
9,43,0.055100461840629576,100.0
9,45,0.062215957790613174,100.0
9,47,0.04444367550313473,99.6875
