client_id,server_round,loss,accuracy
3,1,1.57811496257782,33.214285659790036
3,2,1.0508267521858214,64.95535736083984
3,6,0.5190764904022217,80.40178527832032
3,8,0.4829742908477783,79.73214263916016
3,10,0.3786584138870239,86.65178527832032
3,12,0.3164540410041809,88.08035736083984
3,14,0.28826223909854887,87.76785736083984
3,18,0.2910467803478241,88.52678527832032
3,19,0.30682652592659,89.01785736083984
3,22,0.16482220143079757,94.0625
3,23,0.2547768443822861,92.14285736083984
3,28,0.13311536908149718,95.13392791748046
3,30,0.09870754331350326,97.8125
3,33,0.10266554206609727,97.63392791748046
3,35,0.10544483885169029,97.94642791748046
3,38,0.0632651224732399,99.6875
3,39,0.07370473295450211,97.94642791748046
3,41,0.09748985767364501,97.32142791748046
3,42,0.07172966822981834,96.51785736083984
3,45,0.0341279149055481,100.0
3,46,0.15187274776399134,95.71428527832032
3,48,0.03359321504831314,99.6875
3,49,0.039460962638258934,99.6875
3,50,0.034931246936321256,100.0
