client_id,server_round,loss,accuracy
9,1,1.4892257452011108,29.77678565979004
9,3,0.7849774599075318,75.13392791748046
9,5,0.5464203655719757,81.02678527832032
9,6,0.5019344449043274,81.78571472167968
9,11,0.48159667253494265,83.97321472167968
9,15,0.31307052075862885,87.94642791748046
9,17,0.31090393364429475,87.76785736083984
9,21,0.2110282748937607,90.89285736083984
9,22,0.27448268234729767,90.13392791748046
9,26,0.18263486698269843,93.4375
9,29,0.2394517630338669,89.82142791748046
9,31,0.12010113596916198,96.69642791748046
9,34,0.1509862385690212,93.83928527832032
9,36,0.13736096471548082,95.75892791748046
9,37,0.08355144411325455,98.75
9,41,0.05928584337234497,99.375
9,42,0.03999392651021481,100.0
9,47,0.03428136892616749,99.6875
9,49,0.06305911615490914,98.57142791748046
9,50,0.054967318661510944,98.57142791748046
