round,test_loss,test_accuracy,train_loss,train_acc,var_acc,var_diff_acc
1,0.022770344138145448,24.35546875,1.5398684740066528,25.925926208496094,0.0,0.0
2,0.02240741765499115,22.4609375,1.5001189708709717,20.370370388031006,30.864200474303516,30.864200474303516
