client_id,server_round,loss,fit_mins
0,1,-0.10344509697622722,0.7067581335703532
0,2,-0.39717103044192,0.7077577352523804
0,3,-0.5626836352878146,0.6546367526054382
0,4,-0.6083525021870931,0.7273659586906434
0,5,-0.6312587592336867,0.7053936998049418
0,6,-0.6844199962086148,0.7232032616933187
0,7,-0.6912008259031508,0.719585657119751
0,8,-0.7132100794050429,0.7430597980817158
0,9,-0.7049098942014906,0.6848832925160726
0,10,-0.7181825704044766,0.694105843702952
0,11,-0.7313924365573459,0.7289807399113973
0,12,-0.7403595646222433,0.7193891167640686
0,13,-0.73558200067944,0.6742297848065694
0,14,-0.7415952682495117,0.7302129944165547
0,15,-0.7385341193940904,0.7366649945576985
0,16,-0.7585079669952393,0.7130303661028544
0,17,-0.7419163783391317,0.7438674887021383
0,18,-0.75701418850157,0.7367549141248068
0,19,-0.7505454685952928,0.7280410846074422
0,20,-0.7569924791653951,0.7569447835286458
0,21,-0.7536348700523376,0.7202362537384033
0,22,-0.7674777375327216,0.7241822878519694
0,23,-0.7488666971524557,0.7428739666938782
0,24,-0.7596654229693942,0.7422481894493103
0,25,-0.7540567848417494,0.7187120000521342
0,26,-0.7718721429506937,0.6553991278012593
0,27,-0.7683555152681139,0.7369394302368164
0,28,-0.7498374846246507,0.7295467654863993
0,29,-0.7751813332239786,0.7098785758018493
0,30,-0.7689970864189996,0.6998988509178161
0,31,-0.7793442805608114,0.7026583274205526
0,32,-0.7756026917033725,0.7561524748802185
0,33,-0.7766949865553114,0.7210301558176676
0,34,-0.7885292967160543,0.6833919405937194
0,35,-0.7772656811608208,0.7378539919853211
0,36,-0.7873682777086893,0.7398216207822164
0,37,-0.7887267933951484,0.7164916872978211
0,38,-0.7903498676088121,0.7391419649124146
0,39,-0.7813017500771416,0.7462935447692871
0,40,-0.7875972456402249,0.7042187611262004
0,41,-0.7989757259686788,0.7033005078633626
0,42,-0.7932472229003906,0.7304209510485331
0,43,-0.7915260526869032,0.7418533841768901
0,44,-0.8023550377951728,0.7036096930503846
0,45,-0.8032544255256653,0.7083662947018942
0,46,-0.7993731498718262,0.6114779949188233
0,47,-0.8016760283046298,0.7183001160621643
0,48,-0.7912607391675314,0.7017443696657817
0,49,-0.807751284705268,0.656135348478953
0,50,-0.7984983656141493,0.7224955479303996
0,51,-0.8115591009457906,0.6903846581776937
0,52,-0.8138944109280905,0.7794257442156474
0,53,-0.8241915967729356,0.6891154050827026
0,54,-0.8188170194625854,0.6989866018295288
0,55,-0.8228853874736362,0.7359000404675802
0,56,-0.8177962832980685,0.6092880924542745
0,57,-0.8218003710110983,0.705644675095876
0,58,-0.8215122885174222,0.7042611797650655
0,59,-0.8262623680962456,0.7132993618647258
0,60,-0.829522066646152,0.7053375562032064
0,61,-0.825658897558848,0.6122700969378153
0,62,-0.8154513968361748,0.7445453206698099
0,63,-0.838744772805108,0.6943087617556254
0,64,-0.824255022737715,0.6050518870353698
0,65,-0.836021794213189,0.7056915203730265
0,66,-0.8372832669152154,0.7161703785260518
0,67,-0.8224771089024014,0.7027793367703755
0,68,-0.8328522311316596,0.7023096243540446
0,69,-0.8434105383025275,0.7092470208803813
0,70,-0.8306372894181145,0.7330659747123718
0,71,-0.8279759420288934,0.7353137811024983
0,72,-0.8365822434425354,0.7510183652242025
0,73,-0.8268016709221734,0.735678474108378
0,74,-0.8385041620996263,0.7202937245368958
0,75,-0.831257270442115,0.7143849611282349
0,76,-0.8315561744901869,0.6979231675465901
0,77,-0.8374216424094306,0.7287161628405253
0,78,-0.8353937466939291,0.7065514206886292
0,79,-0.8358974655469259,0.7170110702514648
0,80,-0.8335910969310336,0.715885047117869
0,81,-0.8444093863169352,0.7054656306902568
0,82,-0.8482180171542697,0.7223117669423421
0,83,-0.8263138996230232,0.7038371801376343
0,84,-0.8257552517784966,0.7271431684494019
0,85,-0.8403039773305258,0.7279861291249593
0,86,-0.83733598391215,0.7123033801714579
0,87,-0.8342852592468262,0.7335425734519958
0,88,-0.8338529997401767,0.7124670187632243
0,89,-0.8428571754031711,0.7735372026761372
0,90,-0.8447021643320719,0.6499828020731608
0,91,-0.8430452479256524,0.6982331713040669
0,92,-0.8469579219818115,0.6583045164744059
0,93,-0.8445076876216464,0.7382843852043152
0,94,-0.8319263988071017,0.7274131854375203
0,95,-0.8299701478746202,0.7174101948738099
0,96,-0.8430304129918417,0.7430689374605814
0,97,-0.8469855785369873,0.7176514506340027
0,98,-0.8417697880003188,0.6110084335009257
0,99,-0.8449296487702264,0.712695566813151
0,100,-0.8298283020655314,0.6068057815233866
0,101,-0.8354257808791267,0.5992853720982869
0,102,-0.8435519337654114,0.6967061360677084
0,103,-0.8331239819526672,0.7343393961588541
0,104,-0.8462111817465888,0.7109898209571839
0,105,-0.8469402525160048,0.710114864508311
0,106,-0.8325632479455736,0.7480652610460917
0,107,-0.8417226407263014,0.7177145719528198
0,108,-0.8523253003756205,0.6988996227582296
0,109,-0.8372266822391086,0.6749748309453328
0,110,-0.8559005922741361,0.7044591784477234
0,111,-0.8466233544879489,0.6844269633293152
