round,test_loss,test_accuracy,train_loss,train_acc,mean_diff_acc,var_diff_acc
1,0.021743176698684693,32.63671875,1.4043854665756226,26.983552551269533,-0.015008227030437471,6.297852234985433
2,0.02086110508441925,42.98828125,1.2348588275909425,44.2598681640625,0.23283304850260134,45.17700142651667
3,0.01915145552158356,54.140625,1.119961323738098,54.93749984741211,0.05924478530883448,20.934965493984308
4,0.018632505118846895,46.6796875,0.9947783599297205,62.10252173741659,-2.6645352591003757e-15,9.417522096907382
5,0.017371720373630523,59.35546875,0.8742263579368591,70.92872802734375,0.05280295689900427,10.949485492785412
