round,test_loss,test_accuracy
1,0.02293943476676941,28.61328125
2,0.022042184472084045,32.36328125
3,0.021209946930408476,36.484375
4,0.02090094208717346,37.94921875
5,0.019473662853240967,46.9140625
6,0.01939478063583374,47.0703125
7,0.018746048927307128,51.796875
8,0.0177888503074646,58.06640625
