round,train_loss,train_acc,mean_diff_acc,var_diff_acc,val_loss,val_acc
89,0.24790752894176546,92.48801436481617,-0.03577684957315626,0.6125236816600912,0.02351181498291806,79.39952443942974
90,0.38432829971438026,88.50466297110948,0.012079237829607337,25.648270078862158,0.0175794968662249,85.66202849296158
91,0.3407655659945455,89.03316366819905,0.6124990131162719,28.776804862816363,0.01879135436889093,84.29648029703387
92,0.25938798500864085,91.7968768288517,0.19994277469162683,27.37874657872269,0.020197576900159032,82.81915170571224
93,0.2523069004654549,92.71328153467816,0.20649214183571019,13.27158893517571,0.012713799220080493,89.03663096980281
94,0.35371919805774116,89.63567394361021,0.4281805064489618,20.786730734529264,0.01947774403466436,84.25927674241215
95,0.24278973675195661,92.53315446775007,0.35314534282938725,7.86558799058337,0.017025215992236727,85.92212097875749
96,0.3186173204900926,91.01090269049571,0.16585966263569105,26.28800774874613,0.023723955800261046,80.79702057723478
97,0.213376442009165,93.98422436095605,0.04315177168324169,5.539429032839619,0.02119204335044438,83.2612227029914
98,0.23934530257758113,92.22498449549113,-0.02560166263107817,16.69814710420831,0.01700174597033573,86.72949833794745
99,0.23636932436898184,92.8588634271859,0.17214215831340027,12.243457521444714,0.0184295152019545,85.05772879310682
100,0.18070139146999395,94.94950374085731,0.07162643691241613,0.4675656071260514,0.020101793276300597,85.33966612691252
101,0.1845536012503041,94.43448522684525,0.19589144390138813,0.9524433814111732,0.02600166099691899,78.53470930863202
102,0.2178917339055077,94.16166344649149,0.12907461905202525,7.570672083925265,0.021737239017020592,81.9624786118738
103,0.23946218464574223,92.77505247788274,0.17336476039276077,13.066332052038053,0.02182434010616823,81.53624238585033
104,0.1806313202266921,95.16500898150662,-0.03649196471899927,1.8073679592463745,0.019756653118196337,84.81425230141997
105,0.1601480341729609,95.1852158992252,-0.004310203613619024,1.2784886558109125,0.0151306079320998,86.77225320893952
106,0.17787841603931212,94.75204467945606,0.338994360765642,4.993575033082071,0.012158109284673176,90.13839376035821
107,0.14335871894506022,95.7108688673813,-0.013120443823638084,2.7879063510942337,0.025400130478891565,80.2704335327119
108,0.16471878611568214,94.79013423403646,0.10108868988183133,0.9798214620698091,0.020303171469655098,82.84747050118692
109,0.20596586898139982,93.43674023355047,0.12796292664897635,6.253500454446465,0.01976396938257182,85.15266454119065
110,0.12202977784305323,96.50978969979641,0.015665003103532627,0.9297311390852426,0.022482971946318688,81.78569100173969
111,0.20765503061366838,94.00615744868588,0.13517866252633154,5.263130245130954,0.020956834583940185,84.24698283046826
112,0.1877387961325663,93.63194776119087,-0.07151683386357491,8.195764917774415,0.01377186020504243,89.17027397187572
113,0.16922128683918206,94.44197618281568,-0.035110379061165986,10.57685541867355,0.017006197048191864,86.32448955986932
114,0.20716773877655534,93.17458444515404,0.21934108620031906,9.408064384055464,0.020115174672627537,85.17415809805375
115,0.1670598471431517,94.08688872250976,0.09301223047012001,1.3260751691158812,0.018569328944154438,85.89000645362539
116,0.1554916200487376,95.08828286497982,-0.00948343280491315,9.96487675667889,0.020330233424969632,84.23156877242747
117,0.17031612044856714,95.69441315656437,-0.01615499972818668,2.1748804139200004,0.018955909366999472,84.41077076527344
118,0.11192494509702,96.42206915626103,0.04189247429902139,1.2358760940719358,0.02574869627851986,80.81301879809433
119,0.12719864539690967,95.73910085932404,-0.02685759450509124,1.2182244301367005,0.021681287265318917,83.12039875512436
120,0.18862507690219105,94.92190304854667,0.04785564806777245,1.8468642151855008,0.026179647046292203,80.80321124959798
121,0.11978856246917155,96.46942491597206,0.10557386851958199,0.5673673467781497,0.02246941597048128,83.39915402050428
122,0.1856385690652471,94.35143661597547,-0.03370330225203588,5.638753284664577,0.02291886705195464,82.39342093884032
123,0.15789255932537738,95.00483947346102,0.20580188740418634,4.544460004187454,0.020224570850464137,85.05536786786786
124,0.1454499970050626,95.59442284671566,0.08676116535070548,6.1833341275930325,0.017405589526357065,87.34594095974296
125,0.11497976744259182,96.51976220841128,0.006940590788943268,0.14676667905411916,0.02194535017342252,82.71567246454214
126,0.13155650287368253,95.95962943929877,-0.06173995778187589,2.727814565112127,0.014453090850109434,88.63265127764714
127,0.16576582346712498,95.59991081157847,0.10707184181410696,4.748194204510026,0.025566269848872194,80.45918999232273
128,0.15333697810934765,95.69933489100342,0.1875469713473592,2.90057376464375,0.026866221713731164,82.20121241834292
129,0.12883366533646987,95.43903672633498,0.0471750998498834,3.035744273848917,0.029247377514839173,79.73537072243629
130,0.15641576203194713,95.02336358785558,0.09355049978703675,2.0988680646923354,0.025222829988450095,81.08420442925835
131,0.14969305211611325,95.0620602496488,0.02154602153399594,2.2041945828109553,0.025195708968245616,82.63610318524867
132,0.1369539367893651,96.22747877915818,-0.03581251955002074,1.3481192202344858,0.025209569641930434,81.89385631327009
133,0.08801411721126932,97.66389398711557,-0.055458326521332424,0.49516903248013266,0.017075431000973498,86.45208149751026
134,0.14353587486871128,95.81138363815684,0.08916103386987118,4.566173235972192,0.020272406609140634,83.97378773591956
135,0.13369259852917084,96.11891636408431,0.003383073279468363,1.9338470511252255,0.021488929214259784,85.2651076663533
136,0.14878829245397981,95.46974562035567,0.05014940479199481,4.407748241369348,0.02702360860104906,81.1442318938311
137,0.16670528582125413,95.1809858706319,0.16395271027106162,4.855537485289131,0.0292411308146354,78.38651451089899
138,0.1189424463829852,96.33672586239392,0.1906478955167586,2.0549882623446236,0.02352739213650755,85.10149966997692
139,0.12066065419982276,96.10657045281059,0.20442350816115606,3.5775865591905616,0.023279261471313224,84.79956796056078
140,0.15559678402811578,94.84429334696102,0.39638667772789515,5.615142781658273,0.02773483301581414,80.5101966931055
141,0.1356225163253688,95.59907737329765,0.042042040824782134,3.299000322949451,0.02117560476536072,83.43079784172072
142,0.16506042017810854,96.02663502509365,0.19229967384473526,3.073830222836528,0.018814487811277047,86.26481315019524
143,0.11053663792919029,96.9352675651734,0.08078949867777681,1.3720600265702252,0.019461949032913026,86.22982065788798
144,0.10427886362372882,96.83680799121744,0.048665579057194465,1.470208468815732,0.028608654593599254,79.43756704624681
145,0.1137915974615733,96.86507801128737,0.05160865911636563,0.36460283826711654,0.027837081755232834,81.36728008157084
146,0.12909027310095053,96.5922328068924,-0.013985695637839513,2.171452927857353,0.0222238214794938,83.83841619376763
147,0.10257454644106001,96.84497874733309,0.11428309556904992,2.694830238328926,0.02331126786427754,84.76484824919763
148,0.10834229963058528,96.8876320471405,-0.004062835716337076,1.0768482734526956,0.02344274643704934,84.35995214748681
149,0.08383490897086283,97.68649118039818,0.07988462490378652,0.9390865241814028,0.02358039875045445,85.22139151306541
150,0.09781533083429488,96.49334302517613,-0.1716293142917607,1.656075111200097,0.025997627794266592,83.71661134395522
151,0.14641165896687647,96.10676658739014,0.23821407157169858,3.753028243838653,0.025871358518268515,82.20356745467129
152,0.12247278010357066,96.11619580746584,0.07758788404013614,2.804846293447633,0.023785303254745704,85.44120561254137
153,0.08318921798217135,96.95725840194106,0.14646305930673123,0.8292247392416442,0.027536349099003866,81.23020111364288
154,0.13208965222920735,96.1954083098947,-0.0755437276584047,1.795321409968451,0.027454761506030052,81.77585514233242
155,0.12475459763444002,97.24619270736986,-0.03343773358547253,2.053781594852945,0.03615048828952789,76.94547626352939
156,0.11930941121942866,96.09334693961705,-0.07312639376728214,1.1300848339448168,0.02404528242833395,84.68050054023848
157,0.081607092095718,97.42459501315719,0.08231495462161434,1.4475306265694334,0.026065994860850292,82.83009395411025
158,0.09283792741595201,97.18682426039452,0.005582325661023901,0.8721785656143985,0.02624043766217463,82.7297366983622
159,0.13419186280741094,96.04905605572634,-0.034273353217693626,2.0533552242711948,0.022563104679372153,85.26529527529416
160,0.09921126604505981,97.3903526695659,-0.1084997799381199,1.1473229189763265,0.026272442786875908,82.81040308765975
161,0.10822132743517501,96.6921081313879,0.0034374570567592853,1.222142782747667,0.031817619800995005,79.190988476828
162,0.1440648256719309,95.98368965561431,0.22989355829211605,2.121560172943144,0.03494186167704847,79.0631887823941
163,0.21383258902852254,94.79205156848167,0.1331137584648559,5.690629617869787,0.03286849280235277,80.3831086005831
164,0.15054014617531883,95.13616696047036,0.07728033318419705,3.0822431172530167,0.025969633106978852,83.51044294630277
165,0.13502857773603202,95.78950514336604,-0.05286884354175072,3.88102921211309,0.03186126686816296,81.20770855362662
166,0.13502825142539612,95.64653195466533,0.1452701311499595,1.586350888501069,0.024827577595787097,83.53304572692895
167,0.13841740300635577,95.52738128534642,0.14971134906090242,4.923744158595215,0.028634016334118613,83.46545022692784
168,0.09573376819995706,96.95643383627117,-0.03321966672665155,2.0670879354210085,0.03322502974057671,79.1879407908266
169,0.10454479802789607,97.08001971628462,0.1754469564684598,1.5256397849548584,0.02773631475503843,83.12891255615737
170,0.10538240611367551,96.72888247013863,0.051493546688746505,1.1400101197632289,0.03297277509037704,81.25999240196535
171,0.09880947195853652,96.61899599313318,0.040755377151666036,3.097804081503366,0.03156930698460831,80.99516844921469
172,0.10168216683113078,96.71538925046559,0.11727744869792503,2.8073110512572086,0.034068912180972716,80.4572008588854
173,0.14813609002626957,95.24688636229968,0.17302941452741152,3.7278893705053293,0.028458968414255197,84.59408582772544
174,0.127839321518477,95.59049336085413,-0.00667476705961576,2.181152959752288,0.030070970978400884,82.36455725387388
175,0.1553212769442737,95.13541625582013,0.2203320003220682,3.3320330839595824,0.024574672769212012,86.12281987381532
176,0.13838412126258445,95.90997333882235,0.1473338856436243,3.0153590636237304,0.029033645252030962,83.41830878149537
177,0.18748903114748738,95.48595826543571,0.22048520939011382,3.3689756172318455,0.023281771361887114,87.40251906791536
178,0.10807590257024237,96.58700764361346,0.00318396611774574,1.1355604547778877,0.025745070185134184,84.91115646758851
179,0.1479773069978688,95.46338353099698,0.20060793545568742,2.870860396082971,0.023150063418832266,86.72974087771716
180,0.14057650677695555,95.4799084086352,0.2481756693212674,5.947122797705374,0.027766867406138016,82.4823647639338
181,0.1191702638975287,96.01647451846529,0.02409526408704892,1.850909243280504,0.032465903285666446,80.45185865909146
182,0.11023070408498144,96.46712189988482,-0.05413840093854958,1.8189288840327713,0.03491385376007592,79.8214107444124
