round,test_accuracy,train_loss,d_loss,cka_loss
1,30.28,-0.4101261417386835,-0.4101261417386835,0.0
2,28.52,-0.31690696276589514,-0.5163178209069229,0.1994108586969599
3,28.28,-0.33176467870916165,-0.5374049908553561,0.20564031355691662
4,27.16,-0.2794612643036152,-0.5830591869499097,0.30359792327939883
