knn_accuracy,train_loss
25.96,-0.11630954593420029
25.16,-0.46204712986946106
26.36,-0.5555623769760132
27.36,-0.5903095602989197
24.560000000000002,-0.6126810312271118
25.240000000000002,-0.6265916228294373
25.759999999999998,-0.6376007199287415
25.919999999999998,-0.6417890191078186
25.6,-0.6478225588798523
28.560000000000002,-0.6596449017524719
27.04,-0.6685683727264404
25.8,-0.6724846959114075
27.439999999999998,-0.6800078749656677
27.800000000000004,-0.6819649934768677
27.800000000000004,-0.6890490651130676
26.400000000000002,-0.6986024379730225
29.080000000000002,-0.6971631050109863
25.919999999999998,-0.7051129341125488
28.000000000000004,-0.7136479020118713
28.68,-0.7205724716186523
27.76,-0.7162119150161743
28.88,-0.7263926267623901
29.28,-0.7283536791801453
27.48,-0.7279258966445923
28.199999999999996,-0.7307446599006653
30.12,-0.7376353740692139
28.4,-0.7364413738250732
28.28,-0.7321001291275024
28.720000000000002,-0.7354211807250977
27.839999999999996,-0.7420926094055176
28.24,-0.7414032220840454
28.560000000000002,-0.7410491704940796
29.24,-0.745002031326294
29.64,-0.7440195083618164
28.68,-0.7498385310173035
29.520000000000003,-0.7474810481071472
31.04,-0.748131513595581
29.160000000000004,-0.7442924976348877
30.080000000000002,-0.7461243271827698
30.64,-0.7544478178024292
30.959999999999997,-0.7544545531272888
30.64,-0.7495018243789673
29.360000000000003,-0.7544781565666199
31.44,-0.7580279111862183
29.64,-0.7583509087562561
31.0,-0.7532814741134644
30.44,-0.7575153708457947
30.959999999999997,-0.7577799558639526
31.56,-0.7613070011138916
30.880000000000003,-0.7584708333015442
32.08,-0.7563925385475159
32.04,-0.7577237486839294
33.160000000000004,-0.7621898055076599
30.959999999999997,-0.7579912543296814
32.76,-0.7573046088218689
31.64,-0.7563393712043762
33.36,-0.7560297250747681
32.879999999999995,-0.7650835514068604
32.56,-0.7561851143836975
33.32,-0.7608445882797241
33.92,-0.760553240776062
33.64,-0.7554377913475037
33.96,-0.7685637474060059
35.0,-0.769819974899292
34.839999999999996,-0.7670416831970215
35.120000000000005,-0.7710968852043152
35.44,-0.7648106217384338
34.760000000000005,-0.7763217091560364
35.160000000000004,-0.7669698596000671
34.44,-0.7777959108352661
34.56,-0.7715142369270325
34.839999999999996,-0.7741929888725281
35.56,-0.7777424454689026
36.24,-0.7771270275115967
35.8,-0.774951696395874
36.199999999999996,-0.7761235237121582
37.16,-0.7810193300247192
36.24,-0.785598635673523
36.120000000000005,-0.7757246494293213
36.8,-0.7772254943847656
37.04,-0.7779340744018555
37.6,-0.7725075483322144
37.92,-0.7807142734527588
38.080000000000005,-0.7811114192008972
37.12,-0.7770548462867737
37.68,-0.7785294651985168
38.2,-0.773186206817627
37.519999999999996,-0.7724018692970276
37.92,-0.7773367762565613
37.4,-0.775223433971405
38.6,-0.7788420915603638
