round,test_accuracy,train_loss,d_loss,cka_loss
1,29.799999999999997,-0.14405410520055079,0,0
2,29.720000000000002,-0.43468420884825965,0,0
3,28.16,-0.5855467341162941,0,0
4,26.400000000000002,-0.6553202813321894,0,0
5,26.72,-0.6893885254859924,0,0
6,25.119999999999997,-0.709474165873094,0,0
7,25.6,-0.7170637488365175,0,0
8,27.400000000000002,-0.7293820359490134,0,0
9,25.44,-0.7335308616811579,0,0
10,25.44,-0.7461739670146597,0,0
11,24.52,-0.7543883616274053,0,0
12,27.24,-0.7520030628551136,0,0
13,25.52,-0.7591768351468174,0,0
14,25.4,-0.7639754826372319,0,0
15,26.840000000000003,-0.7581191789020193,0,0
16,25.52,-0.7707078977064654,0,0
17,25.52,-0.7697526855902239,0,0
18,25.0,-0.7706823446533897,0,0
19,23.96,-0.7682226007634944,0,0
20,24.52,-0.7721269076520747,0,0
21,24.48,-0.7769887761636213,0,0
22,24.64,-0.77662405425852,0,0
23,25.2,-0.7720236854119734,0,0
24,24.4,-0.7653152964331889,0,0
25,24.32,-0.7702303127809006,0,0
26,24.959999999999997,-0.762424623966217,0,0
27,24.560000000000002,-0.7659681634469466,0,0
28,25.480000000000004,-0.7660777102817188,0,0
29,24.44,-0.7727166641842237,0,0
30,25.36,-0.7717409784143621,0,0
31,26.44,-0.7683014479550448,0,0
32,27.32,-0.77568167664788,0,0
33,27.439999999999998,-0.7787200190804222,0,0
34,26.200000000000003,-0.7811701872132041,0,0
35,27.639999999999997,-0.7795744733376936,0,0
36,27.52,-0.78495506698435,0,0
37,27.96,-0.7899455027146772,0,0
38,27.76,-0.7881020123308354,0,0
39,28.08,-0.7894449125636708,0,0
40,29.759999999999998,-0.7951561245051297,0,0
41,29.04,-0.7891051054000855,0,0
42,30.159999999999997,-0.7934803648428483,0,0
43,30.680000000000003,-0.7987022562460466,0,0
44,30.36,-0.7975467551838267,0,0
45,31.0,-0.8019246859983964,0,0
46,29.92,-0.8037181995131754,0,0
47,31.759999999999998,-0.8092143481427974,0,0
48,31.240000000000002,-0.8115117528221825,0,0
49,30.84,-0.8124760974537244,0,0
50,29.4,-0.8148428613489324,0,0
51,31.240000000000002,-0.8146789995106785,0,0
52,32.24,-0.8176430788907137,0,0
53,30.080000000000002,-0.820482215014371,0,0
54,32.56,-0.8233960119160738,0,0
55,33.0,-0.8229092392054471,0,0
56,32.879999999999995,-0.828527768091722,0,0
57,32.56,-0.8298444184389981,0,0
58,33.32,-0.8302689010446721,0,0
59,33.2,-0.8370665756138888,0,0
60,32.16,-0.8324691653251648,0,0
61,33.64,-0.8363570928573608,0,0
62,33.2,-0.8352261098948393,0,0
63,32.32,-0.8383476625789296,0,0
